epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,5783.22119140625,,,,,
0,,19,,3598.292236328125,,,,,
0,,19,,,7252.9990234375,0.17954593896865845,8291.3447265625,0.19600051641464233,7252.9990234375
0,,19,5734.099609375,,,,,,
,0.0003,20,,,,,,,
1,,29,,3061.992919921875,,,,,
1,,39,,2730.533935546875,,,,,
1,,39,,,4700.29638671875,0.12491445243358612,5480.76416015625,0.12521012127399445,4700.29638671875
1,,39,3084.34814453125,,,,,,
,0.0003,40,,,,,,,
2,,49,,2456.691650390625,,,,,
2,,59,,2624.375732421875,,,,,
2,,59,,,3431.454345703125,0.0954301580786705,4597.8623046875,0.09155328571796417,3431.454345703125
2,,59,2423.48486328125,,,,,,
,0.0003,60,,,,,,,
3,,69,,2249.37841796875,,,,,
3,,79,,2014.406982421875,,,,,
3,,79,,,3742.828369140625,0.10195755213499069,4689.634765625,0.09933415055274963,3742.828369140625
3,,79,2211.174072265625,,,,,,
,0.0003,80,,,,,,,
4,,89,,2050.5146484375,,,,,
4,,99,,2001.403076171875,,,,,
4,,99,,,4285.90380859375,0.1159016564488411,4937.51611328125,0.11563955992460251,4285.90380859375
4,,99,2101.5498046875,,,,,,
,0.0003,100,,,,,,,
5,,109,,2085.674072265625,,,,,
5,,119,,2038.7713623046875,,,,,
5,,119,,,4666.31982421875,0.12585556507110596,5170.36181640625,0.1274060755968094,4666.31982421875
5,,119,2061.52587890625,,,,,,
,0.0003,120,,,,,,,
6,,129,,1929.3555908203125,,,,,
6,,139,,1923.492431640625,,,,,
6,,139,,,4275.533203125,0.1165824607014656,4860.2490234375,0.11670760810375214,4275.533203125
6,,139,1987.4365234375,,,,,,
,0.0003,140,,,,,,,
7,,149,,1919.6937255859375,,,,,
7,,159,,2072.336181640625,,,,,
7,,159,,,3875.4619140625,0.10626398772001266,4573.8232421875,0.10508625954389572,3875.4619140625
7,,159,1935.272216796875,,,,,,
,0.00015,160,,,,,,,
8,,169,,1884.88623046875,,,,,
8,,179,,2072.954833984375,,,,,
8,,179,,,4264.34130859375,0.1162279024720192,4808.9296875,0.11664209514856339,4264.34130859375
8,,179,1913.0400390625,,,,,,
,0.00015,180,,,,,,,
9,,189,,1756.5489501953125,,,,,
9,,199,,2036.4971923828125,,,,,
9,,199,,,3869.267822265625,0.10546316206455231,4542.93701171875,0.10460761189460754,3869.267822265625
9,,199,1874.264892578125,,,,,,
,0.00015,200,,,,,,,
10,,209,,1803.577392578125,,,,,
10,,219,,1991.1424560546875,,,,,
10,,219,,,4069.93017578125,0.11147122085094452,4629.7080078125,0.11147187650203705,4069.93017578125
10,,219,1845.8466796875,,,,,,
,0.00015,220,,,,,,,
11,,229,,1859.864501953125,,,,,
11,,239,,1895.1004638671875,,,,,
11,,239,,,3975.161376953125,0.10851398855447769,4541.7412109375,0.10850844532251358,3975.161376953125
11,,239,1798.3607177734375,,,,,,
,0.00015,240,,,,,,,
12,,249,,1745.26123046875,,,,,
12,,259,,1726.828369140625,,,,,
12,,259,,,4280.42236328125,0.115793876349926,4752.67041015625,0.11720557510852814,4280.42236328125
12,,259,1772.642822265625,,,,,,
,0.00015,260,,,,,,,
13,,269,,1699.75390625,,,,,
13,,279,,1746.755859375,,,,,
13,,279,,,3934.894775390625,0.10677094757556915,4463.3818359375,0.1073334664106369,3934.894775390625
13,,279,1740.682373046875,,,,,,
,0.00015,280,,,,,,,
14,,289,,1693.1383056640625,,,,,
14,,299,,1958.28857421875,,,,,
14,,299,,,3852.987548828125,0.10375393182039261,4368.7724609375,0.10456398129463196,3852.987548828125
14,,299,1728.873779296875,,,,,,
,0.00015,300,,,,,,,
15,,309,,1667.4398193359375,,,,,
15,,319,,1586.3929443359375,,,,,
15,,319,,,4048.130126953125,0.10777381807565689,4514.55126953125,0.11010932922363281,4048.130126953125
15,,319,1686.504638671875,,,,,,
,0.00015,320,,,,,,,
16,,329,,1663.480224609375,,,,,
16,,339,,1718.0125732421875,,,,,
16,,339,,,3520.1064453125,0.09310463070869446,4093.650390625,0.09431111812591553,3520.1064453125
16,,339,1632.833740234375,,,,,,
,7.5e-05,340,,,,,,,
17,,349,,1510.9569091796875,,,,,
17,,359,,1565.51611328125,,,,,
17,,359,,,3629.56396484375,0.09588459134101868,4170.2646484375,0.09767109900712967,3629.56396484375
17,,359,1601.971435546875,,,,,,
,7.5e-05,360,,,,,,,
18,,369,,1559.4281005859375,,,,,
18,,379,,1788.770751953125,,,,,
18,,379,,,3662.671142578125,0.09713520854711533,4159.4912109375,0.09892279654741287,3662.671142578125
18,,379,1568.93505859375,,,,,,
,7.5e-05,380,,,,,,,
19,,389,,1802.746826171875,,,,,
19,,399,,1735.3504638671875,,,,,
19,,399,,,3704.327392578125,0.09871041029691696,4168.51123046875,0.10061316192150116,3704.327392578125
19,,399,1564.3294677734375,,,,,,
,7.5e-05,400,,,,,,,
20,,409,,1714.99853515625,,,,,
20,,419,,1593.4114990234375,,,,,
20,,419,,,3555.413330078125,0.09491477161645889,4048.58935546875,0.09632714837789536,3555.413330078125
20,,419,1548.8843994140625,,,,,,
,7.5e-05,420,,,,,,,
21,,429,,1469.9256591796875,,,,,
21,,439,,1582.968017578125,,,,,
21,,439,,,3434.58544921875,0.09122729301452637,3959.098388671875,0.09237761795520782,3434.58544921875
21,,439,1533.783203125,,,,,,
,7.5e-05,440,,,,,,,
22,,449,,1491.0567626953125,,,,,
22,,459,,1369.7457275390625,,,,,
22,,459,,,3502.7841796875,0.09351268410682678,3999.54638671875,0.09487564116716385,3502.7841796875
22,,459,1523.4852294921875,,,,,,
