epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,0,,,,,,,
0,,9,,199946.9375,,,,,
0,,19,,148126.296875,,,,,
0,,28,,,174581.96875,0.22043251991271973,195460.875,0.24573418498039246,83827.3671875
0,,28,177185.453125,,,,,,
,0.0001,29,,,,,,,
1,,29,,120901.6796875,,,,,
1,,39,,94809.6796875,,,,,
1,,49,,80386.3984375,,,,,
1,,57,,,136092.390625,0.1833486258983612,146350.984375,0.18855246901512146,64150.55078125
1,,57,93647.1328125,,,,,,
,0.0001,58,,,,,,,
2,,59,,80544.4296875,,,,,
2,,69,,69549.0859375,,,,,
2,,79,,62022.39453125,,,,,
2,,86,,,65872.265625,0.10008956491947174,92280.75,0.0923028439283371,43677.1796875
2,,86,66134.6484375,,,,,,
,0.0001,87,,,,,,,
3,,89,,58411.66796875,,,,,
3,,99,,59357.7890625,,,,,
3,,109,,54437.19921875,,,,,
3,,115,,,89106.171875,0.13708199560642242,109516.296875,0.14006274938583374,44364.19921875
3,,115,57162.8515625,,,,,,
,0.0001,116,,,,,,,
4,,119,,54980.7890625,,,,,
4,,129,,53537.07421875,,,,,
4,,139,,49905.01953125,,,,,
4,,144,,,76375.234375,0.11980054527521133,100491.59375,0.11981940269470215,40483.3125
4,,144,52287.82421875,,,,,,
,0.0001,145,,,,,,,
5,,149,,51094.05078125,,,,,
5,,159,,48930.734375,,,,,
5,,169,,46823.31640625,,,,,
5,,173,,,74633.96875,0.11673138290643692,96376.1640625,0.11779923737049103,38869.4765625
5,,173,48928.4296875,,,,,,
,0.0001,174,,,,,,,
6,,179,,45503.53515625,,,,,
6,,189,,43653.22265625,,,,,
6,,199,,44561.33984375,,,,,
6,,202,,,66993.2734375,0.10381395369768143,86001.515625,0.1045399010181427,35008.17578125
6,,202,45973.65625,,,,,,
,0.0001,203,,,,,,,
7,,209,,42274.89453125,,,,,
7,,219,,45465.55859375,,,,,
7,,229,,45535.45703125,,,,,
7,,231,,,66552.828125,0.09976362437009811,78873.5,0.10362807661294937,33549.01171875
7,,231,44091.5078125,,,,,,
,0.0001,232,,,,,,,
8,,239,,44607.05078125,,,,,
8,,249,,41871.765625,,,,,
8,,259,,39893.7421875,,,,,
8,,260,,,52274.4453125,0.07797826081514359,65034.91796875,0.0810377299785614,28738.685546875
8,,260,41713.71875,,,,,,
,0.0001,261,,,,,,,
9,,269,,38596.8203125,,,,,
9,,279,,39699.0625,,,,,
9,,289,,36794.33203125,,,,,
9,,289,,,50181.7421875,0.07168286293745041,60636.56640625,0.0749392956495285,27400.30859375
9,,289,39223.19140625,,,,,,
,0.0001,290,,,,,,,
10,,299,,38524.2734375,,,,,
10,,309,,35041.72265625,,,,,
10,,318,,,33195.796875,0.04818302392959595,46277.796875,0.04989911615848541,22359.935546875
10,,318,37108.6328125,,,,,,
,0.0001,319,,,,,,,
11,,319,,35088.44921875,,,,,
11,,329,,37822.1484375,,,,,
11,,339,,35196.75,,,,,
11,,347,,,27504.033203125,0.03957746922969818,38289.1796875,0.04049412161111832,19596.517578125
11,,347,35102.765625,,,,,,
,0.0001,348,,,,,,,
12,,349,,33229.46875,,,,,
12,,359,,32299.6328125,,,,,
12,,369,,33588.70703125,,,,,
12,,376,,,31293.0390625,0.04435104504227638,43228.16796875,0.046199239790439606,20310.9609375
12,,376,33530.62890625,,,,,,
,0.0001,377,,,,,,,
13,,379,,31445.50390625,,,,,
13,,389,,34109.2421875,,,,,
13,,399,,31726.271484375,,,,,
13,,405,,,30659.783203125,0.04322606325149536,41618.32421875,0.044938214123249054,19850.62109375
13,,405,32048.537109375,,,,,,
,0.0001,406,,,,,,,
14,,409,,35461.73828125,,,,,
14,,419,,28592.037109375,,,,,
14,,429,,30469.59765625,,,,,
14,,434,,,28207.318359375,0.039933767169713974,37842.79296875,0.04126250743865967,18548.072265625
14,,434,31078.896484375,,,,,,
,0.0001,435,,,,,,,
15,,439,,31098.54296875,,,,,
15,,449,,31530.62890625,,,,,
15,,459,,28759.6796875,,,,,
15,,463,,,30260.525390625,0.04213910177350044,40090.4921875,0.04360181465744972,19069.53125
15,,463,30482.0,,,,,,
,0.0001,464,,,,,,,
16,,469,,31101.810546875,,,,,
16,,479,,28675.353515625,,,,,
16,,489,,27679.0,,,,,
16,,492,,,29924.38671875,0.041613418608903885,39232.55078125,0.04300501197576523,18743.642578125
16,,492,29679.373046875,,,,,,
,0.0001,493,,,,,,,
17,,499,,28366.607421875,,,,,
17,,509,,29104.5,,,,,
17,,519,,28747.27734375,,,,,
17,,521,,,27744.103515625,0.038772810250520706,35867.59375,0.03973770886659622,17398.39453125
