epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,0,,,,,,,
0,,4,,,11151.994140625,0.2146754115819931,13823.669921875,0.18209756910800934,13823.669921875
0,,4,19819.3125,,,,,,
,0.0001,5,,,,,,,
1,,9,,17238.884765625,,,,,
1,,9,,,13023.615234375,0.21735648810863495,13920.6943359375,0.20900312066078186,13920.6943359375
1,,9,16781.1328125,,,,,,
,0.0001,10,,,,,,,
2,,14,,,13938.55078125,0.21586059033870697,15309.4189453125,0.22186604142189026,15309.4189453125
2,,14,16027.138671875,,,,,,
,0.0001,15,,,,,,,
3,,19,,16039.1474609375,,,,,
3,,19,,,13617.212890625,0.21126089990139008,14992.982421875,0.21642278134822845,14992.982421875
3,,19,15766.65625,,,,,,
,0.0001,20,,,,,,,
4,,24,,,12646.380859375,0.20062081515789032,13956.470703125,0.20081844925880432,13956.470703125
4,,24,15102.263671875,,,,,,
,0.0001,25,,,,,,,
5,,29,,14905.78125,,,,,
5,,29,,,11799.662109375,0.18897949159145355,13172.1201171875,0.18700377643108368,13172.1201171875
5,,29,14852.4013671875,,,,,,
,0.0001,30,,,,,,,
6,,34,,,11733.8349609375,0.1844509094953537,13087.4990234375,0.18528956174850464,13087.4990234375
6,,34,14719.158203125,,,,,,
,0.0001,35,,,,,,,
7,,39,,14520.158203125,,,,,
7,,39,,,11218.1357421875,0.1766948401927948,12517.767578125,0.17718903720378876,12517.767578125
7,,39,14249.0341796875,,,,,,
,0.0001,40,,,,,,,
8,,44,,,10287.611328125,0.16519588232040405,11593.9892578125,0.16336993873119354,11593.9892578125
8,,44,13951.5830078125,,,,,,
,0.0001,45,,,,,,,
9,,49,,14292.9560546875,,,,,
9,,49,,,9613.8955078125,0.15697211027145386,11013.2548828125,0.15405340492725372,11013.2548828125
9,,49,13511.9404296875,,,,,,
,0.0001,50,,,,,,,
10,,54,,,9633.53515625,0.15950912237167358,10925.4384765625,0.1577029526233673,10925.4384765625
10,,54,13351.0205078125,,,,,,
,0.0001,55,,,,,,,
11,,59,,13999.091796875,,,,,
11,,59,,,8841.60546875,0.15118131041526794,10437.0556640625,0.14792820811271667,10437.0556640625
11,,59,13285.5986328125,,,,,,
,0.0001,60,,,,,,,
12,,64,,,8635.92578125,0.1491125375032425,10329.94921875,0.14579540491104126,10329.94921875
12,,64,13026.0068359375,,,,,,
,0.0001,65,,,,,,,
13,,69,,12616.8798828125,,,,,
13,,69,,,9511.7587890625,0.15995648503303528,10801.357421875,0.15929655730724335,10801.357421875
13,,69,12851.931640625,,,,,,
,0.0001,70,,,,,,,
14,,74,,,7899.1943359375,0.13802646100521088,9868.130859375,0.13208621740341187,9868.130859375
14,,74,12791.8798828125,,,,,,
,0.0001,75,,,,,,,
15,,79,,12450.4453125,,,,,
15,,79,,,7606.75,0.13373085856437683,9711.3427734375,0.12685821950435638,9711.3427734375
15,,79,12956.18359375,,,,,,
,0.0001,80,,,,,,,
16,,84,,,8645.89453125,0.14755067229270935,10206.7607421875,0.1438738852739334,10206.7607421875
16,,84,12707.8720703125,,,,,,
,0.0001,85,,,,,,,
17,,89,,12429.140625,,,,,
17,,89,,,7660.3544921875,0.1343410164117813,9701.8212890625,0.12770938873291016,9701.8212890625
17,,89,12783.1005859375,,,,,,
,0.0001,90,,,,,,,
18,,94,,,6729.0029296875,0.1216018870472908,9337.732421875,0.11231625080108643,9337.732421875
18,,94,12665.603515625,,,,,,
,0.0001,95,,,,,,,
19,,99,,13235.4423828125,,,,,
19,,99,,,7928.0966796875,0.13738571107387543,9783.1123046875,0.1314711719751358,9783.1123046875
19,,99,12748.61328125,,,,,,
,0.0001,100,,,,,,,
20,,104,,,7818.87744140625,0.13573090732097626,9712.875,0.12951192259788513,9712.875
20,,104,12619.0517578125,,,,,,
,0.0001,105,,,,,,,
21,,109,,13371.798828125,,,,,
21,,109,,,7568.81787109375,0.13222385942935944,9580.62890625,0.12533816695213318,9580.62890625
21,,109,12590.9404296875,,,,,,
,0.0001,110,,,,,,,
22,,114,,,7554.41064453125,0.13193750381469727,9552.1748046875,0.12510666251182556,9552.1748046875
22,,114,12266.123046875,,,,,,
,0.0001,115,,,,,,,
23,,119,,11689.4462890625,,,,,
23,,119,,,8112.9814453125,0.13927817344665527,9794.16015625,0.13415928184986115,9794.16015625
