วันที่,day_name,day_type,is_holiday,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,day_of_week,is_weekend,month,rain
2021-08-25,วันพุธ,1,normal,normal,11407.0,156477.0,,71567.0,11665.0,,3009.0,17.288888888888888,2,0,8,1
2021-08-26,วันพหัสบดี,1,normal,normal,11355.0,152830.0,,69419.0,11418.0,,2836.0,12.4,3,0,8,1
2021-08-27,วันศุกร์,1,normal,normal,11849.0,158521.0,,71079.0,11482.0,,3070.0,28.53333333333333,4,0,8,1
2021-08-28,วันเสาร์,0,normal,normal,6748.0,92778.0,,37952.0,6501.0,,2358.0,24.31111111111111,5,1,8,1
2021-08-29,วันอาทิตย์,0,normal,normal,5363.0,75616.0,,30439.0,5192.0,,2633.0,2.022222222222222,6,1,8,0
2021-08-30,วันจันทร์,1,normal,normal,12493.0,172643.0,,78342.0,12493.0,,3617.0,2.4000000000000004,0,0,8,0
2021-08-31,วันอังคาร,1,normal,normal,12570.0,173507.0,,78374.0,12362.0,,3531.0,23.355555555555554,1,0,8,1
2021-09-01,วันพุธ,1,normal,normal,14445.0,210291.0,,90719.0,14039.0,,3353.0,11.977777777777778,2,0,9,1
2021-09-02,วันพหัสบดี,1,normal,normal,14144.0,207177.0,,89428.0,14000.0,,3341.0,2.0444444444444447,3,0,9,0
2021-09-03,วันศุกร์,1,normal,normal,15088.0,218328.0,,92791.0,14881.0,,3943.0,0.0,4,0,9,0
2021-09-04,วันเสาร์,0,normal,normal,10359.0,173988.0,,67642.0,10952.0,,3528.0,17.77777777777778,5,1,9,1
2021-09-05,วันอาทิตย์,0,normal,normal,8103.0,131686.0,,51523.0,8094.0,,3064.0,4.866666666666667,6,1,9,0
2021-09-06,วันจันทร์,1,normal,normal,14868.0,217929.0,,95996.0,15021.0,,3930.0,1.3333333333333333,0,0,9,0
2021-09-07,วันอังคาร,1,normal,normal,14429.0,208078.0,,94076.0,14533.0,,3462.0,30.97777777777777,1,0,9,1
2021-09-08,วันพุธ,1,normal,normal,14878.0,210136.0,,92980.0,14416.0,,3572.0,3.088888888888889,2,0,9,0
2021-09-09,วันพหัสบดี,1,normal,normal,14775.0,209410.0,,92950.0,14679.0,,3876.0,2.9777777777777774,3,0,9,0
2021-09-10,วันศุกร์,1,normal,normal,15697.0,221094.0,,97545.0,15583.0,,3978.0,4.422222222222223,4,0,9,0
2021-09-11,วันเสาร์,0,normal,normal,11074.0,175159.0,,70458.0,10906.0,,3906.0,0.2,5,1,9,0
2021-09-12,วันอาทิตย์,0,normal,normal,8977.0,142590.0,,57609.0,8815.0,,3826.0,0.0,6,1,9,0
2021-09-13,วันจันทร์,1,normal,normal,15997.0,223326.0,,99378.0,15320.0,,4138.0,0.0,0,0,9,0
2021-09-14,วันอังคาร,1,normal,normal,16155.0,222054.0,,98348.0,15110.0,,3972.0,0.4666666666666667,1,0,9,0
2021-09-15,วันพุธ,1,normal,normal,16213.0,226137.0,,100285.0,15566.0,,4362.0,6.155555555555556,2,0,9,1
2021-09-16,วันพหัสบดี,1,normal,normal,15432.0,218808.0,,97703.0,15282.0,,3832.0,16.133333333333333,3,0,9,1
2021-09-17,วันศุกร์,1,normal,normal,16730.0,237403.0,,104542.0,16440.0,,4582.0,0.0,4,0,9,0
2021-09-18,วันเสาร์,0,normal,normal,11698.0,184527.0,,78102.0,12049.0,,4592.0,4.066666666666666,5,1,9,0
2021-09-19,วันอาทิตย์,0,normal,normal,9691.0,145252.0,,60741.0,9262.0,,3763.0,14.844444444444449,6,1,9,1
2021-09-20,วันจันทร์,1,normal,normal,17493.0,238655.0,,107949.0,16600.0,,4605.0,50.4,0,0,9,1
2021-09-21,วันอังคาร,1,normal,normal,16864.0,231413.0,,105425.0,15835.0,,4233.0,17.755555555555556,1,0,9,1
2021-09-22,วันพุธ,1,normal,normal,17068.0,238822.0,,107866.0,16308.0,,4708.0,18.93333333333333,2,0,9,1
2021-09-23,วันพหัสบดี,1,normal,normal,17503.0,240238.0,,107744.0,16772.0,,4595.0,3.755555555555555,3,0,9,0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),15469.0,209723.0,,92971.0,14531.0,,5517.0,2.577777777777777,4,0,9,0
2021-09-25,วันเสาร์,0,normal,normal,12239.0,185405.0,,76341.0,11938.0,,5121.0,9.4,5,1,9,1
2021-09-26,วันอาทิตย์,0,normal,normal,10375.0,155936.0,,62560.0,9791.0,,5248.0,0.9333333333333332,6,1,9,0
2021-09-27,วันจันทร์,1,normal,normal,18068.0,252898.0,,111664.0,17875.0,,5248.0,2.088888888888889,0,0,9,0
2021-09-28,วันอังคาร,1,normal,normal,17351.0,250297.0,,113227.0,17311.0,,6160.0,7.0,1,0,9,1
2021-09-29,วันพุธ,1,normal,normal,18735.0,255970.0,,116658.0,17980.0,,5750.0,4.777777777777778,2,0,9,0
2021-09-30,วันพหัสบดี,1,normal,normal,18406.0,260818.0,,118164.0,18084.0,,5639.0,17.15555555555555,3,0,9,1
2021-10-01,วันศุกร์,1,normal,normal,20829.0,290622.0,,131457.0,19765.0,,5800.0,6.755555555555556,4,0,10,1
2021-10-02,วันเสาร์,0,normal,normal,14900.0,228716.0,,97119.0,15220.0,,5665.0,27.622222222222224,5,1,10,1
2021-10-03,วันอาทิตย์,0,normal,normal,9911.0,192505.0,,82378.0,11860.0,,5792.0,17.333333333333336,6,1,10,1
2021-10-04,วันจันทร์,1,normal,normal,16789.0,285029.0,,132307.0,20010.0,,5929.0,5.199999999999999,0,0,10,1
2021-10-05,วันอังคาร,1,normal,normal,12305.0,289767.0,,135043.0,20527.0,,6055.0,17.333333333333332,1,0,10,1
2021-10-06,วันพุธ,1,normal,normal,15205.0,286222.0,,135240.0,19995.0,,6133.0,3.888888888888889,2,0,10,0
2021-10-07,วันพหัสบดี,1,normal,normal,14107.0,281810.0,,130914.0,20103.0,,5551.0,6.133333333333333,3,0,10,1
2021-10-08,วันศุกร์,1,normal,normal,17466.0,305818.0,,138950.0,21667.0,,5835.0,8.28888888888889,4,0,10,1
2021-10-09,วันเสาร์,0,normal,normal,12599.0,240029.0,,103850.0,15105.0,,5481.0,8.066666666666666,5,1,10,1
2021-10-10,วันอาทิตย์,0,normal,normal,10709.0,202233.0,,87026.0,12330.0,,5568.0,0.0,6,1,10,0
2021-10-11,วันจันทร์,1,normal,normal,17609.0,292680.0,,137940.0,21502.0,,6107.0,0.4444444444444444,0,0,10,0
2021-10-12,วันอังคาร,1,normal,normal,17611.0,297176.0,,139401.0,20771.0,,6060.0,1.4444444444444444,1,0,10,0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,13004.0,216484.0,,93313.0,13171.0,,6588.0,1.1555555555555554,2,0,10,0
2021-10-14,วันพหัสบดี,1,normal,normal,18193.0,301464.0,,141861.0,23232.0,,6578.0,34.35555555555556,3,0,10,1
2021-10-15,วันศุกร์,1,normal,normal,18519.0,313752.0,,145317.0,22592.0,,6905.0,3.2444444444444445,4,0,10,0
2021-10-16,วันเสาร์,0,normal,normal,12453.0,237286.0,,102193.0,15674.0,,6203.0,35.06666666666667,5,1,10,1
2021-10-17,วันอาทิตย์,0,normal,normal,10689.0,182903.0,,72229.0,11331.0,,5242.0,21.022222222222226,6,1,10,1
2021-10-18,วันจันทร์,1,normal,normal,18509.0,308909.0,,143063.0,22630.0,,6851.0,0.0444444444444444,0,0,10,0
2021-10-19,วันอังคาร,1,normal,normal,19156.0,309183.0,,145900.0,22423.0,,6592.0,0.0222222222222222,1,0,10,0
2021-10-20,วันพุธ,1,normal,normal,19479.0,318221.0,,149964.0,22720.0,,6436.0,4.088888888888889,2,0,10,0
2021-10-21,วันพหัสบดี,1,normal,normal,18254.0,285816.0,,138007.0,19243.0,,6272.0,2.822222222222222,3,0,10,0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,15803.0,248019.0,,106553.0,15818.0,,6105.0,11.266666666666666,4,0,10,1
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,12761.0,218082.0,,93852.0,13564.0,,6147.0,1.9777777777777767,5,1,10,0
2021-10-24,วันอาทิตย์,0,normal,normal,15106.0,195155.0,,85621.0,12145.0,,6627.0,0.1111111111111111,6,1,10,0
2021-10-25,วันจันทร์,1,normal,normal,22468.0,290594.0,,135706.0,20737.0,,7169.0,0.0,0,0,10,0
2021-10-26,วันอังคาร,1,normal,normal,23550.0,321223.0,,153609.0,22518.0,,7411.0,0.0,1,0,10,0
2021-10-27,วันพุธ,1,normal,normal,23919.0,323653.0,,155001.0,22620.0,,7460.0,0.0,2,0,10,0
2021-10-28,วันพหัสบดี,1,normal,normal,24402.0,327779.0,,154479.0,22773.0,,7590.0,0.711111111111111,3,0,10,0
2021-10-29,วันศุกร์,1,normal,normal,26381.0,356386.0,,166047.0,25359.0,,8188.0,0.4666666666666667,4,0,10,0
2021-10-30,วันเสาร์,0,normal,normal,18953.0,276476.0,,122115.0,17846.0,,8272.0,8.844444444444445,5,1,10,1
2021-10-31,วันอาทิตย์,0,normal,normal,17805.0,251305.0,,105662.0,14478.0,,8356.0,8.733333333333333,6,1,10,1
2021-11-01,วันจันทร์,1,normal,normal,27328.0,359940.0,,173088.0,25435.0,,7535.0,14.133333333333333,0,0,11,1
2021-11-02,วันอังคาร,1,normal,normal,26592.0,355742.0,,172588.0,25421.0,,7237.0,12.31111111111111,1,0,11,1
2021-11-03,วันพุธ,1,normal,normal,26010.0,360859.0,,174883.0,25409.0,,7499.0,4.177777777777778,2,0,11,0
2021-11-04,วันพหัสบดี,1,normal,normal,26060.0,361728.0,,174901.0,25507.0,,7490.0,0.0,3,0,11,0
2021-11-05,วันศุกร์,1,normal,normal,27980.0,383626.0,,184286.0,26987.0,,8439.0,0.0888888888888888,4,0,11,0
2021-11-06,วันเสาร์,0,normal,normal,21264.0,294636.0,,130211.0,18850.0,,7722.0,5.022222222222222,5,1,11,1
2021-11-07,วันอาทิตย์,0,normal,normal,18097.0,247446.0,,108598.0,15382.0,,7232.0,4.8,6,1,11,0
2021-11-08,วันจันทร์,1,normal,normal,27986.0,365434.0,,175830.0,25678.0,,8389.0,0.6888888888888889,0,0,11,0
2021-11-09,วันอังคาร,1,normal,normal,28305.0,374326.0,,181167.0,26032.0,,8011.0,0.4222222222222222,1,0,11,0
2021-11-10,วันพุธ,1,normal,normal,27899.0,381083.0,,182971.0,27548.0,,8191.0,0.0,2,0,11,0
2021-11-11,วันพหัสบดี,1,normal,normal,28468.0,379036.0,,183315.0,27291.0,,8512.0,0.0,3,0,11,0
2021-11-12,วันศุกร์,1,normal,normal,27356.0,394230.0,,188022.0,27243.0,,8952.0,0.0,4,0,11,0
2021-11-13,วันเสาร์,0,normal,normal,22416.0,303491.0,,137277.0,18585.0,,8301.0,0.0,5,1,11,0
2021-11-14,วันอาทิตย์,0,normal,normal,19189.0,251744.0,,113640.0,15333.0,,8135.0,0.0,6,1,11,0
2021-11-15,วันจันทร์,1,normal,normal,29668.0,377265.0,,185954.0,27936.0,,8808.0,0.0,0,0,11,0
2021-11-16,วันอังคาร,1,normal,normal,28824.0,383830.0,,190268.0,27546.0,,8818.0,0.0,1,0,11,0
2021-11-17,วันพุธ,1,normal,normal,30064.0,389781.0,,191820.0,27814.0,,8638.0,0.0,2,0,11,0
2021-11-18,วันพหัสบดี,1,normal,normal,29662.0,386469.0,,189743.0,27664.0,,9038.0,0.1111111111111111,3,0,11,0
2021-11-19,วันศุกร์,1,normal,normal,33355.0,489564.0,,216659.0,31088.0,,10587.0,0.6444444444444444,4,0,11,0
2021-11-20,วันเสาร์,0,normal,normal,23128.0,303924.0,,137100.0,18631.0,,8425.0,10.377777777777776,5,1,11,1
2021-11-21,วันอาทิตย์,0,normal,normal,20508.0,252079.0,,108812.0,15017.0,,8356.0,5.022222222222222,6,1,11,1
2021-11-22,วันจันทร์,1,normal,normal,30687.0,383995.0,,186406.0,28657.0,,9274.0,0.5777777777777778,0,0,11,0
2021-11-23,วันอังคาร,1,normal,normal,31470.0,390930.0,,191454.0,28784.0,,9076.0,0.4666666666666667,1,0,11,0
2021-11-24,วันพุธ,1,normal,normal,30713.0,396484.0,,193266.0,28211.0,,9236.0,0.0,2,0,11,0
2021-11-25,วันพหัสบดี,1,normal,normal,31226.0,410351.0,,195837.0,28291.0,,9522.0,0.0,3,0,11,0
2021-11-26,วันศุกร์,1,normal,normal,33848.0,444266.0,,205505.0,29486.0,,10602.0,0.0,4,0,11,0
2021-11-27,วันเสาร์,0,normal,normal,25490.0,344734.0,,150228.0,21970.0,,11180.0,0.0,5,1,11,0
2021-11-28,วันอาทิตย์,0,normal,normal,20684.0,277613.0,,117609.0,16010.0,,10129.0,0.0,6,1,11,0
2021-11-29,วันจันทร์,1,normal,normal,31771.0,406534.0,,196176.0,29869.0,,11292.0,0.0222222222222222,0,0,11,0
2021-11-30,วันอังคาร,1,normal,normal,32943.0,429296.0,,205267.0,30382.0,,10412.0,0.0,1,0,11,0
2021-12-01,วันพุธ,1,normal,normal,33179.0,438096.0,,207938.0,30336.0,,9838.0,0.0,2,0,12,0
2021-12-02,วันพหัสบดี,1,normal,normal,33472.0,439380.0,,208546.0,31084.0,,10157.0,0.0222222222222222,3,0,12,0
2021-12-03,วันศุกร์,1,normal,normal,35291.0,469217.0,,216660.0,32182.0,,11977.0,0.0,4,0,12,0
2021-12-04,วันเสาร์,0,normal,normal,25718.0,349806.0,,156405.0,22802.0,,9406.0,0.0,5,1,12,0
2021-12-05,วันอาทิตย์,0,holiday,วันพ่อ,21774.0,289414.0,,127155.0,18103.0,,9214.0,0.0,6,1,12,0
2021-12-06,วันจันทร์,0,holiday,วันหยุดชดเชย,21896.0,272024.0,,124778.0,17730.0,,8977.0,0.0,0,0,12,0
2021-12-07,วันอังคาร,1,normal,normal,33853.0,437993.0,,200933.0,29586.0,,11083.0,0.0,1,0,12,0
2021-12-08,วันพุธ,1,normal,normal,33557.0,441942.0,,211650.0,29939.0,,10351.0,0.0,2,0,12,0
2021-12-09,วันพหัสบดี,1,normal,normal,35861.0,460851.0,,211655.0,32633.0,,10484.0,0.0,3,0,12,0
2021-12-10,วันศุกร์,0,holiday,วันรัฐธรรมนูญ,26974.0,354825.0,,156401.0,23124.0,,8922.0,0.0,4,0,12,0
2021-12-11,วันเสาร์,0,normal,normal,25391.0,338319.0,,144582.0,18358.0,,9565.0,0.0,5,1,12,0
2021-12-12,วันอาทิตย์,0,normal,normal,25987.0,320603.0,,150074.0,17980.0,,9628.0,0.0,6,1,12,0
2021-12-13,วันจันทร์,1,normal,normal,35003.0,436792.0,,216447.0,32108.0,,9940.0,0.0,0,0,12,0
2021-12-14,วันอังคาร,1,normal,normal,34509.0,447459.0,,211057.0,30123.0,,10184.0,0.0,1,0,12,0
2021-12-15,วันพุธ,1,normal,normal,35022.0,464841.0,,216477.0,31136.0,,10588.0,0.0,2,0,12,0
2021-12-16,วันพหัสบดี,1,normal,normal,34792.0,464508.0,,220538.0,31820.0,,10798.0,0.0,3,0,12,0
2021-12-17,วันศุกร์,1,normal,normal,36743.0,498287.0,,218613.0,31860.0,,11486.0,0.0,4,0,12,0
2021-12-18,วันเสาร์,0,normal,normal,28487.0,389801.0,,157816.0,22575.0,,10066.0,0.0,5,1,12,0
2021-12-19,วันอาทิตย์,0,normal,normal,25039.0,327847.0,,128303.0,17923.0,,9487.0,0.0,6,1,12,0
2021-12-20,วันจันทร์,1,normal,normal,35721.0,458955.0,,208802.0,31194.0,,10839.0,0.0,0,0,12,0
2021-12-21,วันอังคาร,1,normal,normal,35457.0,464843.0,,219855.0,31278.0,,10244.0,0.0,1,0,12,0
2021-12-22,วันพุธ,1,normal,normal,35127.0,477088.0,,220897.0,33251.0,,10698.0,0.0,2,0,12,0
2021-12-23,วันพหัสบดี,1,normal,normal,35758.0,496101.0,,223585.0,32594.0,,10779.0,0.0,3,0,12,0
2021-12-24,วันศุกร์,2,festival,คริสต์มาสอีฟ,37918.0,536288.0,,234751.0,33205.0,,12036.0,0.1777777777777777,4,0,12,0
2021-12-25,วันเสาร์,2,festival,คริสต์มาส,29990.0,469038.0,,169467.0,23531.0,,10127.0,1.0444444444444445,5,1,12,0
2021-12-26,วันอาทิตย์,0,normal,normal,19760.0,325856.0,,137776.0,18683.0,,9062.0,0.9111111111111112,6,1,12,0
2021-12-27,วันจันทร์,1,normal,normal,33065.0,437074.0,,210527.0,31335.0,,10714.0,0.0,0,0,12,0
2021-12-28,วันอังคาร,1,normal,normal,32617.0,435812.0,,199476.0,27669.0,,10803.0,0.0,1,0,12,0
2021-12-29,วันพุธ,1,normal,normal,29513.0,413061.0,,186772.0,26769.0,,8109.0,0.0,2,0,12,0
2021-12-30,วันพหัสบดี,1,normal,normal,27933.0,392270.0,,168470.0,23952.0,,7525.0,0.0,3,0,12,0
2021-12-31,วันศุกร์,0,holiday,วันสิ้นปี,22013.0,332682.0,,118385.0,15739.0,,5612.0,0.0,4,0,12,0
2022-01-01,วันเสาร์,0,holiday,วันขึ้นปีใหม่,17598.0,231038.0,,106301.0,12705.0,,5169.0,0.0,5,1,1,0
2022-01-02,วันอาทิตย์,0,normal,normal,18513.0,236239.0,,105240.0,13107.0,,5602.0,0.0,6,1,1,0
2022-01-03,วันจันทร์,0,holiday,วันหยุดชดเชย,21095.0,220638.0,,106005.0,14538.0,,5685.0,0.0,0,0,1,0
2022-01-04,วันอังคาร,1,normal,normal,31263.0,376705.0,,178294.0,25425.0,,7237.0,0.0,1,0,1,0
2022-01-05,วันพุธ,1,normal,normal,31344.0,383310.0,,180593.0,26100.0,,7819.0,0.0,2,0,1,0
2022-01-06,วันพหัสบดี,1,normal,normal,31164.0,377488.0,,181064.0,26114.0,,7015.0,0.0222222222222222,3,0,1,0
2022-01-07,วันศุกร์,1,normal,normal,30942.0,383676.0,,188552.0,27034.0,,7407.0,0.0,4,0,1,0
2022-01-08,วันเสาร์,2,festival,วันเด็ก,22782.0,292483.0,,135619.0,18218.0,,8054.0,0.0,5,1,1,0
2022-01-09,วันอาทิตย์,0,normal,normal,19920.0,238202.0,,112434.0,14799.0,,6908.0,0.0,6,1,1,0
2022-01-10,วันจันทร์,1,normal,normal,30092.0,361660.0,,176329.0,24575.0,,8770.0,0.0,0,0,1,0
2022-01-11,วันอังคาร,1,normal,normal,29116.0,360279.0,,180898.0,25733.0,,8477.0,0.0,1,0,1,0
2022-01-12,วันพุธ,1,normal,normal,28175.0,356471.0,,176593.0,26140.0,,8302.0,0.0,2,0,1,0
2022-01-13,วันพหัสบดี,1,normal,normal,28248.0,355480.0,,173391.0,25179.0,,8050.0,0.0,3,0,1,0
2022-01-14,วันศุกร์,1,normal,normal,31144.0,373883.0,,181315.0,26127.0,,9150.0,0.0,4,0,1,0
2022-01-15,วันเสาร์,0,normal,normal,23292.0,286691.0,,130413.0,17606.0,,7962.0,0.0,5,1,1,0
2022-01-16,วันอาทิตย์,0,normal,normal,20032.0,238401.0,,108119.0,14300.0,,7004.0,0.0,6,1,1,0
2022-01-17,วันจันทร์,1,normal,normal,29652.0,366421.0,,174118.0,24986.0,,8352.0,0.0,0,0,1,0
2022-01-18,วันอังคาร,1,normal,normal,29486.0,367865.0,,180813.0,26770.0,,8224.0,0.0,1,0,1,0
2022-01-19,วันพุธ,1,normal,normal,29580.0,369042.0,,180399.0,26849.0,,8313.0,0.0,2,0,1,0
2022-01-20,วันพหัสบดี,1,normal,normal,29958.0,375470.0,,180635.0,25975.0,,8817.0,1.3555555555555552,3,0,1,0
2022-01-21,วันศุกร์,1,normal,normal,31758.0,395561.0,,190041.0,27910.0,,9497.0,0.9555555555555556,4,0,1,0
2022-01-22,วันเสาร์,0,normal,normal,23462.0,297621.0,,136689.0,18807.0,,8792.0,4.066666666666666,5,1,1,0
2022-01-23,วันอาทิตย์,0,normal,normal,20349.0,254787.0,,113322.0,15275.0,,8853.0,0.0,6,1,1,0
2022-01-24,วันจันทร์,1,normal,normal,31131.0,383123.0,,177438.0,25198.0,,9043.0,0.0,0,0,1,0
2022-01-25,วันอังคาร,1,normal,normal,30593.0,389493.0,,188100.0,27577.0,,8998.0,0.0,1,0,1,0
2022-01-26,วันพุธ,1,normal,normal,30897.0,394785.0,,190492.0,27290.0,,9103.0,0.0666666666666666,2,0,1,0
2022-01-27,วันพหัสบดี,1,normal,normal,30785.0,389814.0,,189405.0,26582.0,,9228.0,7.888888888888887,3,0,1,1
2022-01-28,วันศุกร์,1,normal,normal,33661.0,442849.0,,205468.0,28285.0,,10803.0,0.0,4,0,1,0
2022-01-29,วันเสาร์,0,normal,normal,25385.0,345530.0,,141758.0,19119.0,,9905.0,0.0,5,1,1,0
2022-01-30,วันอาทิตย์,0,normal,normal,22018.0,289144.0,,120995.0,15127.0,,9443.0,0.0,6,1,1,0
2022-01-31,วันจันทร์,1,normal,normal,31760.0,412295.0,,188774.0,26321.0,,9905.0,0.0,0,0,1,0
2022-02-01,วันอังคาร,1,normal,normal,32405.0,435296.0,,207148.0,27466.0,,10126.0,1.0,1,0,2,0
2022-02-02,วันพุธ,1,normal,normal,33674.0,457783.0,,204060.0,27950.0,,10671.0,0.4444444444444444,2,0,2,0
2022-02-03,วันพหัสบดี,1,normal,normal,33884.0,458349.0,,207191.0,29602.0,,10728.0,0.1333333333333333,3,0,2,0
2022-02-04,วันศุกร์,1,normal,normal,37231.0,498328.0,,212779.0,30216.0,,12820.0,11.933333333333332,4,0,2,1
2022-02-05,วันเสาร์,0,normal,normal,27874.0,411659.0,,157764.0,20624.0,,11480.0,0.0222222222222222,5,1,2,0
2022-02-06,วันอาทิตย์,0,normal,normal,23704.0,292622.0,,128626.0,16432.0,,8260.0,0.0,6,1,2,0
2022-02-07,วันจันทร์,1,normal,normal,35300.0,430438.0,,222875.0,30294.0,,9937.0,0.0,0,0,2,0
2022-02-08,วันอังคาร,1,normal,normal,33572.0,433964.0,,209705.0,30645.0,,10023.0,0.0888888888888888,1,0,2,0
2022-02-09,วันพุธ,1,normal,normal,33352.0,431601.0,,213795.0,30479.0,,9815.0,5.688888888888889,2,0,2,1
2022-02-10,วันพหัสบดี,1,normal,normal,34006.0,432676.0,,205796.0,29290.0,,9900.0,4.5777777777777775,3,0,2,0
2022-02-11,วันศุกร์,1,normal,normal,36664.0,461539.0,,216897.0,30902.0,,11177.0,0.2,4,0,2,0
2022-02-12,วันเสาร์,0,normal,normal,26751.0,352798.0,,160819.0,21091.0,,8957.0,0.2222222222222222,5,1,2,0
2022-02-13,วันอาทิตย์,0,normal,normal,23278.0,297423.0,,131116.0,16804.0,,7860.0,1.5555555555555556,6,1,2,0
2022-02-14,วันจันทร์,2,festival,วาเลนไทน์,35367.0,458744.0,,208778.0,29348.0,,10404.0,11.822222222222225,0,0,2,1
2022-02-15,วันอังคาร,1,normal,normal,35252.0,437135.0,,212180.0,30589.0,,9940.0,6.71111111111111,1,0,2,1
2022-02-16,วันพุธ,0,holiday,วันมาฆบูชา,23319.0,287856.0,,127308.0,16152.0,,7442.0,0.6222222222222222,2,0,2,0
2022-02-17,วันพหัสบดี,1,normal,normal,33738.0,417379.0,,210015.0,28765.0,,9685.0,7.7555555555555555,3,0,2,1
2022-02-18,วันศุกร์,1,normal,normal,35437.0,437853.0,,211064.0,30085.0,,10388.0,6.488888888888888,4,0,2,1
2022-02-19,วันเสาร์,0,normal,normal,25884.0,328098.0,,156490.0,20534.0,,8457.0,0.0,5,1,2,0
2022-02-20,วันอาทิตย์,0,normal,normal,22487.0,267562.0,,127586.0,16360.0,,8193.0,0.3777777777777778,6,1,2,0
2022-02-21,วันจันทร์,1,normal,normal,33958.0,412626.0,,189753.0,26860.0,,10272.0,2.8666666666666667,0,0,2,0
2022-02-22,วันอังคาร,1,normal,normal,32605.0,410710.0,,202374.0,28879.0,,9529.0,0.0,1,0,2,0
2022-02-23,วันพุธ,1,normal,normal,32532.0,409845.0,,201498.0,28895.0,,9325.0,0.0,2,0,2,0
2022-02-24,วันพหัสบดี,1,normal,normal,31794.0,401424.0,,190179.0,27723.0,,9033.0,0.0,3,0,2,0
2022-02-25,วันศุกร์,1,normal,normal,34281.0,427399.0,,203121.0,28172.0,,10420.0,0.0,4,0,2,0
2022-02-26,วันเสาร์,0,normal,normal,24935.0,309797.0,,150598.0,19230.0,,7992.0,0.0,5,1,2,0
2022-02-27,วันอาทิตย์,0,normal,normal,21712.0,253784.0,,122784.0,15322.0,,7701.0,0.0,6,1,2,0
2022-02-28,วันจันทร์,1,normal,normal,32702.0,402907.0,,189753.0,24477.0,,8965.0,0.0,0,0,2,0
2022-03-01,วันอังคาร,1,normal,normal,31294.0,400010.0,,200623.0,28674.0,,8158.0,2.4444444444444446,1,0,3,0
2022-03-02,วันพุธ,1,normal,normal,31266.0,394618.0,,198746.0,27465.0,,7928.0,0.0,2,0,3,0
2022-03-03,วันพหัสบดี,1,normal,normal,31075.0,398686.0,,179406.0,26258.0,,7873.0,0.4,3,0,3,0
2022-03-04,วันศุกร์,1,normal,normal,33398.0,420246.0,,188232.0,26456.0,,9414.0,0.0,4,0,3,0
2022-03-05,วันเสาร์,0,normal,normal,24248.0,320237.0,,132076.0,17371.0,,7868.0,0.0,5,1,3,0
2022-03-06,วันอาทิตย์,0,normal,normal,21653.0,267064.0,,105907.0,13765.0,,7466.0,0.0,6,1,3,0
2022-03-07,วันจันทร์,1,normal,normal,31888.0,395060.0,,180690.0,26689.0,,8863.0,1.422222222222222,0,0,3,0
2022-03-08,วันอังคาร,1,normal,normal,31587.0,393920.0,,183826.0,26554.0,,8423.0,0.0222222222222222,1,0,3,0
2022-03-09,วันพุธ,1,normal,normal,31488.0,396390.0,,183592.0,26251.0,,8429.0,0.6888888888888889,2,0,3,0
2022-03-10,วันพหัสบดี,1,normal,normal,34228.0,394434.0,,183436.0,25535.0,,8227.0,2.911111111111111,3,0,3,0
2022-03-11,วันศุกร์,1,normal,normal,33425.0,415025.0,,192548.0,26564.0,,9693.0,0.0,4,0,3,0
2022-03-12,วันเสาร์,0,normal,normal,24841.0,323135.0,,135101.0,17440.0,,8186.0,0.0,5,1,3,0
2022-03-13,วันอาทิตย์,0,normal,normal,22087.0,265801.0,,108336.0,13819.0,,7320.0,0.0,6,1,3,0
2022-03-14,วันจันทร์,1,normal,normal,32594.0,396594.0,,185568.0,27484.0,,8346.0,0.0,0,0,3,0
2022-03-15,วันอังคาร,1,normal,normal,32229.0,406074.0,,184628.0,26092.0,,8063.0,0.0,1,0,3,0
2022-03-16,วันพุธ,1,normal,normal,32114.0,402232.0,,187580.0,26971.0,,7967.0,0.1777777777777777,2,0,3,0
2022-03-17,วันพหัสบดี,1,normal,normal,32070.0,397852.0,,183676.0,24655.0,,8656.0,0.0222222222222222,3,0,3,0
2022-03-18,วันศุกร์,1,normal,normal,34341.0,435005.0,,191099.0,26384.0,,9449.0,0.0,4,0,3,0
2022-03-19,วันเสาร์,0,normal,normal,26936.0,364492.0,,134087.0,17321.0,,8336.0,0.5333333333333334,5,1,3,0
2022-03-20,วันอาทิตย์,0,normal,normal,23029.0,272095.0,,107519.0,13726.0,,7144.0,26.466666666666672,6,1,3,1
2022-03-21,วันจันทร์,1,normal,normal,33684.0,414072.0,,180807.0,26685.0,,8588.0,3.488888888888889,0,0,3,0
2022-03-22,วันอังคาร,1,normal,normal,32864.0,407980.0,,189364.0,25938.0,,8277.0,3.7777777777777777,1,0,3,0
2022-03-23,วันพุธ,1,normal,normal,32428.0,412422.0,,187687.0,26106.0,,8431.0,0.9555555555555556,2,0,3,0
