วันที่,day_name,day_type,holiday_type,holiday_subject,ยานพาหนะ/ท่า,ปริมาณ
2021-08-26,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,152830.0
2021-08-26,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,2836.0
2021-08-27,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,71079.0
2021-08-27,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,11482.0
2021-08-27,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,11849.0
2021-08-27,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,158521.0
2021-08-27,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,3070.0
2021-08-28,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,37952.0
2021-08-28,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,6501.0
2021-08-28,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,6748.0
2021-08-28,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,92778.0
2021-08-28,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,2358.0
2021-08-29,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,30439.0
2021-08-29,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,5192.0
2021-08-29,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,5363.0
2021-08-29,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,75616.0
2021-08-29,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,2633.0
2021-08-30,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,78342.0
2021-08-30,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,12493.0
2021-08-30,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,12493.0
2021-08-30,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,172643.0
2021-08-30,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,3617.0
2021-08-31,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,78374.0
2021-08-31,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,12362.0
2021-08-31,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,12570.0
2021-08-31,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,173507.0
2021-08-31,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,3531.0
2021-09-01,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,90719.0
2021-09-01,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,14039.0
2021-09-01,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,14445.0
2021-09-01,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,210291.0
2021-09-01,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,3353.0
2021-09-02,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,89428.0
2021-09-02,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,14000.0
2021-09-02,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,14144.0
2021-09-02,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,207177.0
2021-09-02,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,3341.0
2021-09-03,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,92791.0
2021-09-03,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,14881.0
2021-09-03,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,15088.0
2021-09-03,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,218328.0
2021-09-03,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,3943.0
2021-09-04,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,67642.0
2021-09-04,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,10952.0
2021-09-04,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,10359.0
2021-09-04,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,173988.0
2021-09-04,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,3528.0
2021-09-05,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,51523.0
2021-09-05,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,8094.0
2021-09-05,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,8103.0
2021-09-05,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,131686.0
2021-09-05,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,3064.0
2021-09-06,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,95996.0
2021-09-06,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,15021.0
2021-09-06,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,14868.0
2021-09-06,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,217929.0
2021-09-06,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,3930.0
2021-09-07,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,94076.0
2021-09-07,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,14533.0
2021-09-07,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,14429.0
2021-09-07,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,208078.0
2021-09-07,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,3462.0
2021-09-08,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,92980.0
2021-09-08,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,14416.0
2021-09-08,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,14878.0
2021-09-08,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,210136.0
2021-09-08,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,3572.0
2021-09-09,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,92950.0
2021-09-09,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,14679.0
2021-09-09,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,14775.0
2021-09-09,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,209410.0
2021-09-09,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,3876.0
2021-09-10,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,97545.0
2021-09-10,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,15583.0
2021-09-10,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,15697.0
2021-09-10,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,221094.0
2021-09-10,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,3978.0
2021-09-11,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,70458.0
2021-09-11,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,10906.0
2021-09-11,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,11074.0
2021-09-11,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,175159.0
2021-09-11,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,3906.0
2021-09-12,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,57609.0
2021-09-12,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,8815.0
2021-09-12,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,8977.0
2021-09-12,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,142590.0
2021-09-12,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,3826.0
2021-09-13,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,99378.0
2021-09-13,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,15320.0
2021-09-13,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,15997.0
2021-09-13,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,223326.0
2021-09-13,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,4138.0
2021-09-14,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,98348.0
2021-09-14,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,15110.0
2021-09-14,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,16155.0
2021-09-14,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,222054.0
2021-09-14,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,3972.0
2021-09-15,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,100285.0
2021-09-15,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,15566.0
2021-09-15,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,16213.0
2021-09-15,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,226137.0
2021-09-15,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,4362.0
2021-09-16,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,97703.0
2021-09-16,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,15282.0
2021-09-16,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,15432.0
2021-09-16,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,218808.0
2021-09-16,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,3832.0
2021-09-17,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,104542.0
2021-09-17,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,16440.0
2021-09-17,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,16730.0
2021-09-17,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,237403.0
2021-09-17,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,4582.0
2021-09-18,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,78102.0
2021-09-18,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,12049.0
2021-09-18,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,11698.0
2021-09-18,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,184527.0
2021-09-18,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,4592.0
2021-09-19,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,60741.0
2021-09-19,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,9262.0
2021-09-19,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,9691.0
2021-09-19,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,145252.0
2021-09-19,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,3763.0
2021-09-20,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,107949.0
2021-09-20,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,16600.0
2021-09-20,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,17493.0
2021-09-20,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,238655.0
2021-09-20,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,4605.0
2021-09-21,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,105425.0
2021-09-21,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,15835.0
2021-09-21,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,16864.0
2021-09-21,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,231413.0
2021-09-21,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,4233.0
2021-09-22,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,107866.0
2021-09-22,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,16308.0
2021-09-22,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,17068.0
2021-09-22,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,238822.0
2021-09-22,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,4708.0
2021-09-23,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,107744.0
2021-09-23,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,16772.0
2021-09-23,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,17503.0
2021-09-23,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,240238.0
2021-09-23,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,4595.0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),รถไฟฟ้าสายสีน้ำเงิน,92971.0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),รถไฟฟ้าสายสีม่วง,14531.0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),รถไฟฟ้า ARL,15469.0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),รถไฟฟ้า BTS,209723.0
2021-09-24,วันศุกร์,0,holiday,วันมหิดล (ครม.),รถไฟฟ้าสายสีแดง,5517.0
2021-09-25,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,76341.0
2021-09-25,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,11938.0
2021-09-25,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,12239.0
2021-09-25,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,185405.0
2021-09-25,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,5121.0
2021-09-26,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,62560.0
2021-09-26,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,9791.0
2021-09-26,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,10375.0
2021-09-26,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,155936.0
2021-09-26,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,5248.0
2021-09-27,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,111664.0
2021-09-27,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,17875.0
2021-09-27,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,18068.0
2021-09-27,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,252898.0
2021-09-27,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,5248.0
2021-09-28,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,113227.0
2021-09-28,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,17311.0
2021-09-28,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,17351.0
2021-09-28,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,250297.0
2021-09-28,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,6160.0
2021-09-29,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,116658.0
2021-09-29,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,17980.0
2021-09-29,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,18735.0
2021-09-29,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,255970.0
2021-09-29,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,5750.0
2021-09-30,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,118164.0
2021-09-30,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,18084.0
2021-09-30,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,18406.0
2021-09-30,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,260818.0
2021-09-30,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,5639.0
2021-10-01,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,131457.0
2021-10-01,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,19765.0
2021-10-01,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,20829.0
2021-10-01,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,290622.0
2021-10-01,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,5800.0
2021-10-02,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,97119.0
2021-10-02,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,15220.0
2021-10-02,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,14900.0
2021-10-02,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,228716.0
2021-10-02,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,5665.0
2021-10-03,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,82378.0
2021-10-03,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,11860.0
2021-10-03,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,9911.0
2021-10-03,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,192505.0
2021-10-03,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,5792.0
2021-10-04,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,132307.0
2021-10-04,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,20010.0
2021-10-04,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,16789.0
2021-10-04,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,285029.0
2021-10-04,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,5929.0
2021-10-05,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,135043.0
2021-10-05,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,20527.0
2021-10-05,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,12305.0
2021-10-05,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,289767.0
2021-10-05,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,6055.0
2021-10-06,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,135240.0
2021-10-06,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,19995.0
2021-10-06,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,15205.0
2021-10-06,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,286222.0
2021-10-06,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,6133.0
2021-10-07,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,130914.0
2021-10-07,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,20103.0
2021-10-07,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,14107.0
2021-10-07,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,281810.0
2021-10-07,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,5551.0
2021-10-08,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,138950.0
2021-10-08,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,21667.0
2021-10-08,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,17466.0
2021-10-08,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,305818.0
2021-10-08,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,5835.0
2021-10-09,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,103850.0
2021-10-09,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,15105.0
2021-10-09,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,12599.0
2021-10-09,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,240029.0
2021-10-09,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,5481.0
2021-10-10,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,87026.0
2021-10-10,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,12330.0
2021-10-10,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,10709.0
2021-10-10,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,202233.0
2021-10-10,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,5568.0
2021-10-11,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,137940.0
2021-10-11,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,21502.0
2021-10-11,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,17609.0
2021-10-11,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,292680.0
2021-10-11,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,6107.0
2021-10-12,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,139401.0
2021-10-12,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,20771.0
2021-10-12,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,17611.0
2021-10-12,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,297176.0
2021-10-12,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,6060.0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,รถไฟฟ้าสายสีน้ำเงิน,93313.0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,รถไฟฟ้าสายสีม่วง,13171.0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,รถไฟฟ้า ARL,13004.0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,รถไฟฟ้า BTS,216484.0
2021-10-13,วันพุธ,0,holiday,วันนวมินทรมหาราช,รถไฟฟ้าสายสีแดง,6588.0
2021-10-14,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,141861.0
2021-10-14,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,23232.0
2021-10-14,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,18193.0
2021-10-14,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,301464.0
2021-10-14,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,6578.0
2021-10-15,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,145317.0
2021-10-15,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,22592.0
2021-10-15,วันศุกร์,1,normal,normal,รถไฟฟ้า ARL,18519.0
2021-10-15,วันศุกร์,1,normal,normal,รถไฟฟ้า BTS,313752.0
2021-10-15,วันศุกร์,1,normal,normal,รถไฟฟ้าสายสีแดง,6905.0
2021-10-16,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,102193.0
2021-10-16,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีม่วง,15674.0
2021-10-16,วันเสาร์,0,normal,normal,รถไฟฟ้า ARL,12453.0
2021-10-16,วันเสาร์,0,normal,normal,รถไฟฟ้า BTS,237286.0
2021-10-16,วันเสาร์,0,normal,normal,รถไฟฟ้าสายสีแดง,6203.0
2021-10-17,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,72229.0
2021-10-17,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,11331.0
2021-10-17,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,10689.0
2021-10-17,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,182903.0
2021-10-17,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,5242.0
2021-10-18,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,143063.0
2021-10-18,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีม่วง,22630.0
2021-10-18,วันจันทร์,1,normal,normal,รถไฟฟ้า ARL,18509.0
2021-10-18,วันจันทร์,1,normal,normal,รถไฟฟ้า BTS,308909.0
2021-10-18,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีแดง,6851.0
2021-10-19,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,145900.0
2021-10-19,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีม่วง,22423.0
2021-10-19,วันอังคาร,1,normal,normal,รถไฟฟ้า ARL,19156.0
2021-10-19,วันอังคาร,1,normal,normal,รถไฟฟ้า BTS,309183.0
2021-10-19,วันอังคาร,1,normal,normal,รถไฟฟ้าสายสีแดง,6592.0
2021-10-20,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,149964.0
2021-10-20,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีม่วง,22720.0
2021-10-20,วันพุธ,1,normal,normal,รถไฟฟ้า ARL,19479.0
2021-10-20,วันพุธ,1,normal,normal,รถไฟฟ้า BTS,318221.0
2021-10-20,วันพุธ,1,normal,normal,รถไฟฟ้าสายสีแดง,6436.0
2021-10-21,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,138007.0
2021-10-21,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีม่วง,19243.0
2021-10-21,วันพหัสบดี,1,normal,normal,รถไฟฟ้า ARL,18254.0
2021-10-21,วันพหัสบดี,1,normal,normal,รถไฟฟ้า BTS,285816.0
2021-10-21,วันพหัสบดี,1,normal,normal,รถไฟฟ้าสายสีแดง,6272.0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,รถไฟฟ้าสายสีน้ำเงิน,106553.0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,รถไฟฟ้าสายสีม่วง,15818.0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,รถไฟฟ้า ARL,15803.0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,รถไฟฟ้า BTS,248019.0
2021-10-22,วันศุกร์,0,holiday,วันหยุดชดเชย,รถไฟฟ้าสายสีแดง,6105.0
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,รถไฟฟ้าสายสีน้ำเงิน,93852.0
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,รถไฟฟ้าสายสีม่วง,13564.0
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,รถไฟฟ้า ARL,12761.0
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,รถไฟฟ้า BTS,218082.0
2021-10-23,วันเสาร์,0,holiday,วันปิยมหาราช,รถไฟฟ้าสายสีแดง,6147.0
2021-10-24,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,85621.0
2021-10-24,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีม่วง,12145.0
2021-10-24,วันอาทิตย์,0,normal,normal,รถไฟฟ้า ARL,15106.0
2021-10-24,วันอาทิตย์,0,normal,normal,รถไฟฟ้า BTS,195155.0
2021-10-24,วันอาทิตย์,0,normal,normal,รถไฟฟ้าสายสีแดง,6627.0
2021-10-25,วันจันทร์,1,normal,normal,รถไฟฟ้าสายสีน้ำเงิน,135706.0
