วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2023-07-10,1,normal,67317,812949,not available,413936,51390,38874,23448,16.444444444444443,0
2023-07-11,1,normal,66507,837107,not available,425273,55275,38624,23108,0.4222222222222223,1
2023-07-12,1,normal,67342,839862,not available,438164,70193,36911,23353,0.0222222222222222,2
2023-07-13,1,normal,66488,820476,not available,422118,53920,36921,23065,1.3111111111111111,3
2023-07-14,1,normal,70992,882516,not available,442699,53197,40883,25343,0.0,4
2023-07-15,0,normal,51393,638800,not available,290202,31522,34926,16909,0.0,5
2023-07-16,0,normal,45104,528872,not available,230087,24235,28408,14444,0.0444444444444444,6
2023-07-17,1,normal,67300,806002,not available,412609,51587,36155,23777,0.1333333333333333,0
2023-07-18,1,normal,66888,826848,not available,424996,51630,35818,23063,0.0,1
2023-07-19,1,normal,66991,834746,not available,420408,50856,36061,22978,0.0222222222222222,2
2023-07-20,1,normal,66934,848094,not available,417106,51188,38549,23442,10.088888888888889,3
2023-07-21,1,normal,69726,889132,not available,439297,52539,38477,24901,34.3111111111111,4
2023-07-22,0,normal,51892,643132,not available,295967,31129,33755,15576,8.866666666666667,5
2023-07-23,0,normal,45573,537450,not available,234660,24743,28209,13591,20.77777777777777,6
2023-07-24,1,normal,66803,812748,not available,407904,54889,35587,23192,0.2,0
2023-07-25,1,normal,67841,848269,not available,417064,50985,36442,23664,0.2444444444444444,1
2023-07-26,1,normal,69533,849090,not available,430372,51413,36543,24113,0.0,2
2023-07-27,1,normal,75956,899095,not available,480798,73951,41107,28115,0.0,3
2023-07-28,0,วันเฉลิมฯ พระวชิรเกล้าเจ้าอยู่หัว,50882,566361,not available,247701,37158,56907,16121,0.0,4
2023-07-29,0,normal,49369,577324,not available,214891,31153,27413,15470,0.0,5
2023-07-30,0,normal,44119,502039,not available,191003,28732,25653,13179,2.0444444444444447,6
2023-07-31,0,วันหยุดพิเศษ (ครม.),55247,637744,not available,334518,46236,30168,16503,0.0666666666666666,0
2023-08-01,0,วันอาสาฬหบูชา,47366,532233,not available,266592,32595,28039,14472,0.4888888888888889,1
2023-08-02,0,วันเข้าพรรษา (ราชการ),60555,849090,not available,397385,53455,30938,19162,2.755555555555555,2
2023-08-03,1,normal,69342,853647,not available,471240,73150,39228,25265,17.066666666666663,3
2023-08-04,1,normal,72213,881074,not available,472127,73633,39981,25510,1.3555555555555554,4
2023-08-05,0,normal,57135,661281,not available,311603,41970,35265,16771,0.1111111111111111,5
2023-08-06,0,normal,49599,567678,not available,243050,32735,28351,15057,1.1111111111111112,6
2023-08-07,1,normal,72977,842166,not available,472127,73134,36552,23788,0.4888888888888889,0
2023-08-08,1,normal,71177,869403,not available,475850,73722,37334,23771,4.400000000000001,1
2023-08-09,1,normal,71465,856057,not available,483382,73768,37790,23192,2.111111111111111,2
2023-08-10,1,normal,70864,853707,not available,481041,73042,38883,23422,2.511111111111111,3
2023-08-11,1,normal,76097,918957,not available,498709,76171,43954,27196,3.844444444444445,4
2023-08-12,0,วันแม่,49156,585840,not available,282101,34403,31496,15094,8.733333333333333,5
2023-08-13,0,normal,46324,553266,not available,265050,32473,28661,13720,2.533333333333333,6
2023-08-14,0,วันหยุดชดเชย,46976,502557,not available,235563,24483,31964,14377,2.6888888888888887,0
2023-08-15,1,normal,72157,834167,not available,485751,74777,35599,24176,3.2,1
2023-08-16,1,normal,71605,889424,not available,461133,69454,38424,23690,0.0,2
2023-08-17,1,normal,73243,867146,not available,486633,73689,40101,24175,7.466666666666667,3
2023-08-18,1,normal,77397,894184,not available,501623,75019,42132,25689,1.1777777777777778,4
2023-08-19,0,normal,56509,687559,not available,320517,41003,32738,16845,0.0444444444444444,5
2023-08-20,0,normal,48105,569935,not available,252240,31994,27281,15196,6.644444444444444,6
2023-08-21,1,normal,71062,810652,not available,470392,71296,37875,25099,5.4,0
2023-08-22,1,normal,70031,834458,not available,484757,73378,37915,25204,9.533333333333331,1
2023-08-23,1,normal,71841,844309,not available,492880,73869,39496,24504,6.4,2
2023-08-24,1,normal,73102,868358,not available,495461,73931,37882,25122,6.022222222222222,3
2023-08-25,1,normal,77723,933113,not available,525455,75829,43381,27715,3.4000000000000004,4
2023-08-26,0,normal,56054,660655,not available,348145,42609,31573,17665,1.3777777777777778,5
2023-08-27,0,normal,48597,549965,not available,273640,37494,27742,15462,0.0,6
2023-08-28,1,normal,71509,833466,not available,468746,72069,37081,24927,1.4,0
2023-08-29,1,normal,70295,843776,not available,485707,72770,37131,24477,0.0,1
2023-08-30,1,normal,69907,841449,not available,481126,72837,37519,24377,3.022222222222222,2
2023-08-31,1,normal,72311,883026,not available,492937,75308,41722,25403,10.355555555555556,3
2023-09-01,1,normal,76484,938906,not available,518232,76688,43905,27862,0.0222222222222222,4
2023-09-02,0,normal,55943,678519,not available,326101,44042,35477,16978,0.0,5
2023-09-03,0,normal,50212,570133,not available,261530,35314,30468,15411,1.1333333333333333,6
2023-09-04,1,normal,72133,834747,not available,468051,72471,38988,25218,0.0,0
2023-09-05,1,normal,71777,852662,not available,484430,73447,32696,24563,0.0,1
2023-09-06,1,normal,72172,857738,not available,487802,74327,40878,24379,0.0,2
2023-09-07,1,normal,71246,846524,not available,479570,72427,38999,24483,0.0888888888888888,3
2023-09-08,1,normal,74944,894721,not available,496918,74097,41599,27537,0.0,4
2023-09-09,0,normal,54896,663945,not available,331052,42229,33336,17485,4.111111111111111,5
2023-09-10,0,normal,46915,525325,not available,252696,33252,22614,15140,3.644444444444444,6
2023-09-11,1,normal,71184,816224,not available,460255,71358,38225,24922,0.8666666666666667,0
2023-09-12,1,normal,69693,830212,not available,472626,72647,38168,24377,1.177777777777778,1
2023-09-13,1,normal,70699,844797,not available,477128,72823,38469,24479,1.7555555555555555,2
2023-09-14,1,normal,71330,850076,not available,475901,72084,40112,24907,6.2,3
2023-09-15,1,normal,74366,886622,not available,495757,73211,38225,27598,0.5333333333333333,4
2023-09-16,0,normal,54304,642945,not available,310766,39580,30813,16677,2.7333333333333334,5
2023-09-17,0,normal,46114,540701,not available,254642,32576,27115,14918,3.6666666666666665,6
2023-09-18,1,normal,69137,803223,not available,442959,69697,36767,24350,0.6666666666666666,0
2023-09-19,1,normal,69803,822136,not available,474313,70187,37436,23719,0.0,1
2023-09-20,1,normal,70107,831887,not available,474160,71171,37813,23983,8.066666666666666,2
2023-09-21,1,normal,71183,857428,not available,474981,70528,42731,24446,19.64444444444445,3
2023-09-22,1,normal,75551,891367,not available,487086,72743,43346,26185,3.511111111111111,4
2023-09-23,0,normal,52144,619554,not available,299966,38611,28894,16177,6.666666666666667,5
2023-09-24,0,normal,48197,515230,not available,243251,31070,24819,14326,8.133333333333333,6
2023-09-25,1,normal,70944,801686,not available,446098,68127,37922,24445,4.466666666666667,0
2023-09-26,1,normal,70847,835907,not available,457706,68926,38974,23485,19.62222222222222,1
2023-09-27,1,normal,69193,813159,not available,456368,68443,37893,23316,0.8444444444444444,2
2023-09-28,1,normal,69913,819346,not available,451862,68643,38226,23348,7.422222222222222,3
2023-09-29,1,normal,74837,898963,not available,488312,71028,42866,26124,5.488888888888889,4
2023-09-30,0,normal,57271,682440,not available,324831,42400,35283,16853,4.933333333333334,5
2023-10-01,0,normal,49321,584342,not available,264271,33802,29305,14767,1.6222222222222222,6
2023-10-02,1,normal,70206,827902,not available,456483,68669,38176,24200,0.0,0
2023-10-03,1,normal,73489,856180,not available,483011,71567,41759,25475,30.22222222222222,1
2023-10-04,1,normal,68704,814585,not available,463883,69351,38541,23933,5.4,2
2023-10-05,1,normal,69839,820867,not available,469649,69946,38243,24761,3.066666666666667,3
2023-10-06,1,normal,73147,856820,not available,485529,71281,41153,26013,2.422222222222222,4
2023-10-07,0,normal,54322,662330,not available,328519,42856,33009,18577,3.377777777777778,5
2023-10-08,0,normal,47293,547177,not available,263962,33604,28710,15876,0.1777777777777777,6
2023-10-09,1,normal,70316,796070,not available,448069,68989,37119,24418,6.488888888888888,0
2023-10-10,1,normal,70460,823737,not available,468597,72824,39235,24814,7.688888888888889,1
2023-10-11,1,normal,69708,807049,not available,461617,71256,41110,24288,3.266666666666667,2
2023-10-12,1,normal,74221,842797,not available,496272,72774,40347,27612,0.6666666666666667,3
2023-10-13,0,วันนวมินทรมหาราช,50436,538231,not available,312628,36221,27326,16847,1.3777777777777775,4
2023-10-14,0,normal,51414,582710,not available,334720,37537,29312,16355,0.0222222222222222,5
2023-10-15,0,normal,49239,520863,not available,293724,34003,27192,16548,10.11111111111111,6
2023-10-16,1,normal,69178,761753,not available,461053,69007,36181,25226,4.422222222222222,0
2023-10-17,1,normal,69285,790845,not available,497319,73878,37038,27157,0.4888888888888888,1
2023-10-18,1,normal,69082,790872,not available,487077,73683,37847,27538,1.2666666666666666,2
2023-10-19,1,normal,70975,779041,not available,471272,71693,37476,27664,1.6,3
2023-10-20,1,normal,74388,821659,not available,519919,75056,40730,31318,9.77777777777778,4
2023-10-21,0,normal,54703,602583,not available,367629,44417,32023,22305,16.844444444444445,5
2023-10-22,0,normal,48349,537688,not available,320869,37097,28784,19420,2.6222222222222222,6
2023-10-23,0,วันปิยมหาราช,44414,453633,not available,252607,32337,22769,18044,0.4444444444444444,0
2023-10-24,1,normal,72077,829419,not available,471228,73109,38313,27865,6.311111111111111,1
2023-10-25,1,normal,64554,804835,not available,462806,72641,37902,27317,0.711111111111111,2
2023-10-26,1,normal,64809,816361,not available,468279,72910,38703,28795,7.088888888888889,3
2023-10-27,1,normal,72752,876647,not available,494335,74208,41946,34018,2.6666666666666665,4
2023-10-28,0,normal,54970,649938,not available,329134,45079,33983,24898,4.733333333333334,5
2023-10-29,0,normal,48513,569510,not available,289927,38195,30751,20323,10.333333333333334,6
2023-10-30,1,normal,67012,783817,not available,446783,72173,37620,26468,0.3999999999999999,0
2023-10-31,1,normal,70031,837673,not available,474472,74578,39510,27093,0.0,1
2023-11-01,1,normal,68718,841958,not available,478340,76543,39932,27016,0.0,2
2023-11-02,1,normal,70804,840709,not available,475005,75113,39527,27018,0.0,3
2023-11-03,1,normal,74288,910935,not available,491914,76663,40841,29782,0.2444444444444444,4
2023-11-04,0,normal,53813,664976,not available,321347,49733,33733,20676,13.466666666666669,5
2023-11-05,0,normal,57739,573431,not available,263929,41604,30920,18617,13.4,6
2023-11-06,1,normal,69111,838119,not available,467736,74064,39648,26605,5.644444444444444,0
2023-11-07,1,normal,72292,877550,not available,486567,76926,41221,28120,11.755555555555553,1
2023-11-08,1,normal,69893,842316,not available,486423,76283,41921,27418,5.022222222222222,2
2023-11-09,1,normal,71541,870026,not available,471312,73934,38350,27022,3.533333333333333,3
2023-11-10,1,normal,74119,898364,not available,494835,76428,42407,31040,13.866666666666667,4
2023-11-11,0,normal,62673,772645,not available,360310,46972,34085,21144,3.8,5
2023-11-12,0,normal,51013,599544,not available,284352,36993,28484,18569,0.0,6
2023-11-13,1,normal,69177,834948,not available,453272,71515,36523,26252,0.0,0
2023-11-14,1,normal,72302,855704,not available,466204,73839,36349,26578,0.0,1
2023-11-15,1,normal,71135,850191,not available,481301,75541,37067,26957,0.0666666666666666,2
2023-11-16,1,normal,73545,823349,not available,471521,73929,39455,28398,3.3777777777777778,3
2023-11-17,1,normal,72075,847195,not available,482259,74785,39642,30394,1.0666666666666669,4
2023-11-18,0,normal,54106,649270,not available,321668,44735,31552,19876,1.0666666666666669,5
2023-11-19,0,normal,45840,509132,not available,247872,35312,25322,17228,0.0,6
2023-11-20,1,normal,68076,789727,not available,449366,73687,35417,27304,0.0,0
2023-11-21,1,normal,70377,830138,not available,474708,76960,35667,28199,0.0,1
2023-11-22,1,normal,69936,847570,not available,478749,78355,35601,28874,0.0,2
2023-11-23,1,normal,70628,848019,not available,470505,77219,35276,29240,0.0,3
2023-11-24,1,normal,73124,899976,not available,490340,78769,37590,31795,0.0222222222222222,4
2023-11-25,0,normal,55922,688783,not available,330371,48148,30142,26121,0.0,5
2023-11-26,0,normal,50552,593468,not available,278046,40049,25801,22871,1.5333333333333334,6
2023-11-27,1,normal,74005,998840,not available,510288,82358,40198,33594,0.0222222222222222,0
2023-11-28,1,normal,71402,850426,not available,472780,79205,36140,30656,0.0,1
2023-11-29,1,normal,70562,870377,not available,478219,79815,36532,30244,0.0222222222222222,2
2023-11-30,1,normal,71434,891026,not available,479664,79319,39331,30747,0.0222222222222222,3
2023-12-01,1,normal,75246,953628,not available,505682,83274,46750,34574,0.0444444444444444,4
2023-12-02,0,normal,56178,698381,not available,336693,51283,37749,22860,0.0,5
2023-12-03,0,normal,49542,608111,not available,273995,41972,39051,20808,1.1777777777777778,6
2023-12-04,1,normal,65736,808061,not available,415267,70952,40004,27941,0.0222222222222222,0
2023-12-05,0,วันพ่อ,44522,524671,not available,240150,37075,40379,18091,0.0222222222222222,1
2023-12-06,1,normal,70377,872071,not available,448245,79423,40455,29595,0.0222222222222222,2
2023-12-07,1,normal,71405,880804,not available,469277,77453,41184,30580,0.0,3
2023-12-08,1,normal,79935,961887,not available,512450,81373,49579,30411,0.0,4
2023-12-09,0,normal,60471,690746,not available,369989,49031,39887,25432,0.0,5
