epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,4,,,10598.607421875,0.1884590983390808,12395.583984375,0.17344141006469727,10598.607421875
0,,4,10785.76171875,,,,,,
,0.0003,5,,,,,,,
1,,9,,9062.7900390625,,,,,
1,,9,,,10223.15234375,0.1752648800611496,11873.2998046875,0.1694229543209076,10223.15234375
1,,9,9239.9169921875,,,,,,
,0.0003,10,,,,,,,
2,,14,,,9295.248046875,0.15871773660182953,10943.5830078125,0.15414859354496002,9295.248046875
2,,14,8362.025390625,,,,,,
,0.0003,15,,,,,,,
3,,19,,7317.23388671875,,,,,
3,,19,,,8803.373046875,0.15013466775417328,10273.806640625,0.1467464119195938,8803.373046875
3,,19,7423.8984375,,,,,,
,0.0003,20,,,,,,,
4,,24,,,8316.0830078125,0.1422182023525238,9949.287109375,0.13941100239753723,8316.0830078125
4,,24,7201.33447265625,,,,,,
,0.0003,25,,,,,,,
5,,29,,6896.6748046875,,,,,
5,,29,,,7679.62548828125,0.13363197445869446,9477.0146484375,0.12845996022224426,7679.62548828125
5,,29,6946.24853515625,,,,,,
,0.0003,30,,,,,,,
6,,34,,,7243.5869140625,0.12750747799873352,9172.7060546875,0.12024935334920883,7243.5869140625
6,,34,6716.5859375,,,,,,
,0.0003,35,,,,,,,
7,,39,,6962.58837890625,,,,,
7,,39,,,6650.3935546875,0.11862340569496155,8882.068359375,0.11029528826475143,6650.3935546875
7,,39,6756.859375,,,,,,
,0.0003,40,,,,,,,
8,,44,,,5625.10498046875,0.10356316715478897,8491.703125,0.0934276133775711,5625.10498046875
8,,44,6480.9833984375,,,,,,
,0.0003,45,,,,,,,
9,,49,,6135.61181640625,,,,,
9,,49,,,4698.466796875,0.09258081018924713,8398.1865234375,0.08071459829807281,4698.466796875
9,,49,6487.0927734375,,,,,,
,0.0003,50,,,,,,,
10,,54,,,3899.57666015625,0.08354054391384125,8743.42578125,0.06797371804714203,3899.57666015625
10,,54,6466.99365234375,,,,,,
,0.0003,55,,,,,,,
11,,59,,6486.45947265625,,,,,
11,,59,,,5103.92431640625,0.10249462723731995,9728.7998046875,0.08415397256612778,5103.92431640625
11,,59,6277.962890625,,,,,,
,0.0003,60,,,,,,,
12,,64,,,6058.28564453125,0.11743729561567307,10394.998046875,0.09634445607662201,6058.28564453125
12,,64,6106.701171875,,,,,,
,0.0003,65,,,,,,,
13,,69,,6007.49658203125,,,,,
