epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
13,,69,,,7748.2158203125,0.14432169497013092,11570.2138671875,0.11943396180868149,7748.2158203125
13,,69,6038.4541015625,,,,,,
,0.0003,70,,,,,,,
14,,74,,,8568.8291015625,0.15597429871559143,12241.6875,0.12937991321086884,8568.8291015625
14,,74,6055.1796875,,,,,,
,0.0003,75,,,,,,,
15,,79,,6292.9609375,,,,,
15,,79,,,8043.9716796875,0.14749523997306824,11863.8291015625,0.12226507067680359,8043.9716796875
15,,79,6030.22802734375,,,,,,
,0.00015,80,,,,,,,
16,,84,,,7531.96337890625,0.13944612443447113,11475.9951171875,0.11563240736722946,7531.96337890625
16,,84,5919.21630859375,,,,,,
,0.00015,85,,,,,,,
17,,89,,5644.6591796875,,,,,
17,,89,,,7442.91455078125,0.13894684612751007,11407.90234375,0.11500651389360428,7442.91455078125
17,,89,5912.1826171875,,,,,,
,0.00015,90,,,,,,,
18,,94,,,6849.42041015625,0.1302025318145752,10941.7353515625,0.10765626281499863,6849.42041015625
18,,94,5853.05224609375,,,,,,
,0.00015,95,,,,,,,
19,,99,,5734.146484375,,,,,
19,,99,,,6620.35009765625,0.12622898817062378,10770.9013671875,0.10440407693386078,6620.35009765625
19,,99,5927.3388671875,,,,,,
,0.00015,100,,,,,,,
20,,104,,,6423.30712890625,0.12372879683971405,10586.58203125,0.10221002250909805,6423.30712890625
20,,104,5901.9697265625,,,,,,
,0.00015,105,,,,,,,
21,,109,,6058.15771484375,,,,,
21,,109,,,6784.92919921875,0.1299315243959427,10833.875,0.10750336945056915,6784.92919921875
21,,109,5749.8095703125,,,,,,
,0.00015,110,,,,,,,
22,,114,,,6795.06787109375,0.12986640632152557,10783.6552734375,0.10812199115753174,6795.06787109375
22,,114,5785.40478515625,,,,,,
,0.00015,115,,,,,,,
23,,119,,5795.77294921875,,,,,
23,,119,,,6643.51513671875,0.12725159525871277,10648.90234375,0.10611068457365036,6643.51513671875
23,,119,5794.7333984375,,,,,,
,0.00015,120,,,,,,,
24,,124,,,6639.7021484375,0.1269623339176178,10686.3115234375,0.10539954155683517,6639.7021484375
24,,124,5596.9736328125,,,,,,
,7.5e-05,125,,,,,,,
25,,129,,5921.73583984375,,,,,
25,,129,,,6663.5341796875,0.12731216847896576,10710.9970703125,0.10569756478071213,6663.5341796875
25,,129,5696.08740234375,,,,,,
,7.5e-05,130,,,,,,,
26,,134,,,6705.611328125,0.12799625098705292,10751.5283203125,0.10628263652324677,6705.611328125
26,,134,5720.0537109375,,,,,,
,7.5e-05,135,,,,,,,
27,,139,,5912.70947265625,,,,,
27,,139,,,6705.46435546875,0.12814687192440033,10750.1767578125,0.10639552026987076,6705.46435546875
27,,139,5715.4658203125,,,,,,
,7.5e-05,140,,,,,,,
28,,144,,,6751.8818359375,0.12891636788845062,10788.724609375,0.10694832354784012,6751.8818359375
28,,144,5707.21533203125,,,,,,
,7.5e-05,145,,,,,,,
29,,149,,5310.4052734375,,,,,
29,,149,,,6676.31787109375,0.12775719165802002,10738.1669921875,0.10592218488454819,6676.31787109375
29,,149,5722.71875,,,,,,
,7.5e-05,150,,,,,,,
30,,154,,,6688.6884765625,0.12791644036769867,10756.0517578125,0.10606242716312408,6688.6884765625
30,,154,5712.91650390625,,,,,,
