epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,3220.3466796875,,,,,
0,,19,,2555.41259765625,,,,,
0,,19,,,3839.570068359375,0.10151338577270508,4540.31982421875,0.1022113636136055,3839.570068359375
0,,19,4144.853515625,,,,,,
,0.0003,20,,,,,,,
1,,29,,2501.71826171875,,,,,
1,,39,,2273.2646484375,,,,,
1,,39,,,3478.66064453125,0.09379811584949493,4084.552734375,0.09389044344425201,3478.66064453125
1,,39,2419.88427734375,,,,,,
,0.0003,40,,,,,,,
2,,49,,2146.133056640625,,,,,
2,,59,,2107.670654296875,,,,,
2,,59,,,3263.06689453125,0.08767374604940414,3905.912841796875,0.08713224530220032,3263.06689453125
2,,59,2206.21728515625,,,,,,
,0.0003,60,,,,,,,
3,,69,,1963.854736328125,,,,,
3,,79,,2181.117431640625,,,,,
3,,79,,,2384.87353515625,0.0661560446023941,3299.681884765625,0.0637662336230278,2384.87353515625
3,,79,2042.4573974609375,,,,,,
,0.0003,80,,,,,,,
4,,89,,2151.704833984375,,,,,
4,,99,,1940.671142578125,,,,,
4,,99,,,2549.47607421875,0.069154292345047,3255.947265625,0.06796832382678986,2549.47607421875
4,,99,1976.7705078125,,,,,,
,0.0003,100,,,,,,,
5,,109,,1667.055419921875,,,,,
5,,119,,1899.6070556640625,,,,,
5,,119,,,2424.4697265625,0.06605882942676544,3051.771728515625,0.0650918036699295,2424.4697265625
5,,119,1900.751708984375,,,,,,
,0.0003,120,,,,,,,
6,,129,,1806.4820556640625,,,,,
6,,139,,1613.0096435546875,,,,,
6,,139,,,2545.02978515625,0.06715769320726395,3020.2451171875,0.06732992082834244,2545.02978515625
6,,139,1810.5150146484375,,,,,,
,0.0003,140,,,,,,,
7,,149,,1602.968017578125,,,,,
7,,159,,1604.695556640625,,,,,
7,,159,,,2605.267822265625,0.0657368153333664,3051.599853515625,0.06699547916650772,2605.267822265625
7,,159,1689.4417724609375,,,,,,
,0.0003,160,,,,,,,
8,,169,,1559.39501953125,,,,,
8,,179,,1659.4017333984375,,,,,
8,,179,,,2365.382080078125,0.05976472049951553,2829.663818359375,0.06061391904950142,2365.382080078125
8,,179,1609.553466796875,,,,,,
,0.0003,180,,,,,,,
9,,189,,1608.831787109375,,,,,
9,,199,,1583.55126953125,,,,,
9,,199,,,2403.692138671875,0.06062128022313118,2855.210205078125,0.06161442771553993,2403.692138671875
9,,199,1561.575439453125,,,,,,
,0.0003,200,,,,,,,
10,,209,,1449.9898681640625,,,,,
10,,219,,1370.093994140625,,,,,
10,,219,,,2362.474365234375,0.05942126736044884,2795.005615234375,0.060502029955387115,2362.474365234375
10,,219,1497.4835205078125,,,,,,
,0.0003,220,,,,,,,
11,,229,,1457.60595703125,,,,,
11,,239,,1460.3887939453125,,,,,
11,,239,,,2140.002685546875,0.05376555025577545,2593.279296875,0.05459243431687355,2140.002685546875
11,,239,1466.0802001953125,,,,,,
,0.0003,240,,,,,,,
12,,249,,1375.7437744140625,,,,,
12,,259,,1447.8203125,,,,,
12,,259,,,2033.121826171875,0.0516047328710556,2490.00244140625,0.05230097100138664,2033.121826171875
12,,259,1442.138916015625,,,,,,
,0.0003,260,,,,,,,
13,,269,,1257.6890869140625,,,,,
13,,279,,1446.5194091796875,,,,,
13,,279,,,1729.1661376953125,0.044791437685489655,2322.628662109375,0.04473947733640671,1729.1661376953125
13,,279,1413.4503173828125,,,,,,
,0.0003,280,,,,,,,
14,,289,,1482.41796875,,,,,
14,,299,,1373.9390869140625,,,,,
14,,299,,,1716.125244140625,0.044381316751241684,2270.254638671875,0.044376589357852936,1716.125244140625
14,,299,1383.46044921875,,,,,,
,0.0003,300,,,,,,,
15,,309,,1279.8292236328125,,,,,
15,,319,,1414.657470703125,,,,,
15,,319,,,1514.2049560546875,0.03943841531872749,2109.613037109375,0.0393238328397274,1514.2049560546875
15,,319,1359.181396484375,,,,,,
,0.0003,320,,,,,,,
16,,329,,1405.3919677734375,,,,,
16,,339,,1358.5521240234375,,,,,
16,,339,,,1630.609619140625,0.042048148810863495,2201.944091796875,0.042145904153585434,1630.609619140625
16,,339,1358.016845703125,,,,,,
,0.0003,340,,,,,,,
17,,349,,1274.121826171875,,,,,
17,,359,,1361.2449951171875,,,,,
17,,359,,,1577.7681884765625,0.04095655307173729,2167.47607421875,0.04099542275071144,1577.7681884765625
17,,359,1335.7288818359375,,,,,,
,0.0003,360,,,,,,,
18,,369,,1247.840087890625,,,,,
18,,379,,1188.6397705078125,,,,,
18,,379,,,1597.848388671875,0.04172245040535927,2151.046875,0.0418793223798275,1597.848388671875
