epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
22,,114,6195.28271484375,,,,,,
,0.0003,115,,,,,,,
23,,119,,7371.03857421875,,,,,
23,,119,,,5131.33447265625,0.10418632626533508,9721.580078125,0.08658528327941895,5131.33447265625
23,,119,5989.44970703125,,,,,,
,0.0003,120,,,,,,,
24,,124,,,4952.4130859375,0.1016368418931961,9566.142578125,0.08446189761161804,4952.4130859375
24,,124,6065.6630859375,,,,,,
,0.0003,125,,,,,,,
25,,129,,5604.97998046875,,,,,
25,,129,,,4818.708984375,0.09932653605937958,9557.044921875,0.08168505132198334,4818.708984375
25,,129,5815.9111328125,,,,,,
,0.0003,130,,,,,,,
26,,134,,,4840.8515625,0.09957801550626755,9586.4521484375,0.08174445480108261,4840.8515625
26,,134,5974.34423828125,,,,,,
,0.0003,135,,,,,,,
27,,139,,6587.09375,,,,,
27,,139,,,4643.388671875,0.09659040719270706,9466.5283203125,0.07899396866559982,4643.388671875
27,,139,5844.4462890625,,,,,,
,0.0003,140,,,,,,,
28,,144,,,4969.76611328125,0.10135877877473831,9773.798828125,0.08250851929187775,4969.76611328125
28,,144,5783.87353515625,,,,,,
,0.0003,145,,,,,,,
29,,149,,5459.7373046875,,,,,
29,,149,,,4472.1103515625,0.09352444112300873,9428.9248046875,0.07555833458900452,4472.1103515625
29,,149,5642.81396484375,,,,,,
,0.0003,150,,,,,,,
30,,154,,,4806.0693359375,0.09852903336286545,9699.2470703125,0.07948970794677734,4806.0693359375
30,,154,5725.9267578125,,,,,,
,0.0003,155,,,,,,,
31,,159,,5505.43212890625,,,,,
31,,159,,,4491.5341796875,0.09341408312320709,9493.513671875,0.07512035220861435,4491.5341796875
31,,159,5740.3583984375,,,,,,
,0.0003,160,,,,,,,
32,,164,,,4499.39990234375,0.09349677711725235,9509.1240234375,0.07504541426897049,4499.39990234375
32,,164,5659.25,,,,,,
,0.0003,165,,,,,,,
33,,169,,5919.7314453125,,,,,
33,,169,,,4712.97998046875,0.0964805856347084,9654.6357421875,0.07778293639421463,4712.97998046875
33,,169,5523.94140625,,,,,,
,0.0003,170,,,,,,,
34,,174,,,4467.8291015625,0.09281623363494873,9464.732421875,0.07462479174137115,4467.8291015625
34,,174,5587.947265625,,,,,,
,0.0003,175,,,,,,,
35,,179,,5108.66943359375,,,,,
35,,179,,,4514.04248046875,0.09347566217184067,9497.8115234375,0.07521193474531174,4514.04248046875
35,,179,5438.4013671875,,,,,,
,0.0003,180,,,,,,,
36,,184,,,4477.8115234375,0.0931413471698761,9460.6005859375,0.07503747195005417,4477.8115234375
36,,184,5529.4072265625,,,,,,
,0.0003,185,,,,,,,
37,,189,,5396.96337890625,,,,,
37,,189,,,4473.8779296875,0.09280040115118027,9422.8857421875,0.0747762992978096,4473.8779296875
37,,189,5487.61572265625,,,,,,
,0.0003,190,,,,,,,
38,,194,,,4476.6748046875,0.09292186051607132,9390.298828125,0.07497654110193253,4476.6748046875
38,,194,5552.3388671875,,,,,,
,0.0003,195,,,,,,,
39,,199,,5732.5810546875,,,,,
39,,199,,,4556.564453125,0.09422871470451355,9425.2607421875,0.07663785666227341,4556.564453125
39,,199,5414.56787109375,,,,,,
,0.00015,200,,,,,,,
40,,204,,,4416.9892578125,0.09215570986270905,9340.68359375,0.07447347790002823,4416.9892578125
40,,204,5265.06494140625,,,,,,
,0.00015,205,,,,,,,
41,,209,,5645.27392578125,,,,,
41,,209,,,4369.435546875,0.09137189388275146,9315.349609375,0.07363799214363098,4369.435546875
41,,209,5282.3701171875,,,,,,
,0.00015,210,,,,,,,
42,,214,,,4560.66259765625,0.09420798718929291,9435.578125,0.07628975808620453,4560.66259765625
42,,214,5425.6953125,,,,,,
,0.00015,215,,,,,,,
43,,219,,5673.01611328125,,,,,
43,,219,,,4505.7158203125,0.09351352602243423,9368.60546875,0.0758599117398262,4505.7158203125
43,,219,5359.99609375,,,,,,
,0.00015,220,,,,,,,
44,,224,,,4454.3359375,0.09263774752616882,9323.6025390625,0.07510244101285934,4454.3359375
44,,224,5342.2509765625,,,,,,
,0.00015,225,,,,,,,
45,,229,,5686.359375,,,,,
45,,229,,,4228.4677734375,0.0891827642917633,9122.0625,0.07251272350549698,4228.4677734375
45,,229,5377.4150390625,,,,,,
,0.00015,230,,,,,,,
46,,234,,,4336.06396484375,0.0909382626414299,9219.8662109375,0.07399233430624008,4336.06396484375
46,,234,5250.2705078125,,,,,,
,0.00015,235,,,,,,,
47,,239,,5178.58349609375,,,,,
47,,239,,,4379.96044921875,0.09160322695970535,9280.5185546875,0.07445597648620605,4379.96044921875
47,,239,5321.025390625,,,,,,
,0.00015,240,,,,,,,
48,,244,,,4125.876953125,0.08741767704486847,9068.3671875,0.07104339450597763,4125.876953125
48,,244,5246.69677734375,,,,,,
,0.00015,245,,,,,,,
49,,249,,5389.3642578125,,,,,
49,,249,,,4173.1591796875,0.08818165957927704,9121.9609375,0.071767657995224,4173.1591796875
49,,249,5295.45703125,,,,,,
,0.00015,250,,,,,,,
50,,254,,,4116.58251953125,0.08724433928728104,9049.6953125,0.0709596499800682,4116.58251953125
50,,254,5184.6513671875,,,,,,
,0.00015,255,,,,,,,
51,,259,,4922.69873046875,,,,,
51,,259,,,4279.77685546875,0.08989597111940384,9232.0185546875,0.07307068258523941,4279.77685546875
51,,259,5234.6416015625,,,,,,
,0.00015,260,,,,,,,
52,,264,,,4101.365234375,0.08710568398237228,9061.9580078125,0.07079599797725677,4101.365234375
52,,264,5199.81396484375,,,,,,
,0.00015,265,,,,,,,
53,,269,,4918.36279296875,,,,,
53,,269,,,4134.4150390625,0.08742912858724594,8995.2431640625,0.07138688862323761,4134.4150390625
53,,269,5013.6396484375,,,,,,
,0.00015,270,,,,,,,
54,,274,,,4150.31689453125,0.08731188625097275,8928.330078125,0.0716904029250145,4150.31689453125
54,,274,5098.35400390625,,,,,,
,0.00015,275,,,,,,,
55,,279,,4881.05126953125,,,,,
55,,279,,,4183.58837890625,0.08815440535545349,8978.7353515625,0.07220909744501114,4183.58837890625
55,,279,5179.2861328125,,,,,,
,0.00015,280,,,,,,,
56,,284,,,4235.90478515625,0.08913847804069519,9107.802734375,0.0730350911617279,4235.90478515625
56,,284,5140.54541015625,,,,,,
,0.00015,285,,,,,,,
57,,289,,4949.8740234375,,,,,
57,,289,,,4252.0732421875,0.08882574737071991,8908.14453125,0.0736241564154625,4252.0732421875
57,,289,5215.7021484375,,,,,,
,7.5e-05,290,,,,,,,
58,,294,,,4196.2841796875,0.087837815284729,8879.9755859375,0.07251596450805664,4196.2841796875
58,,294,5085.60009765625,,,,,,
,7.5e-05,295,,,,,,,
59,,299,,4518.21142578125,,,,,
59,,299,,,4212.89501953125,0.08815877884626389,8905.6162109375,0.07271397113800049,4212.89501953125
59,,299,5174.96044921875,,,,,,
,7.5e-05,300,,,,,,,
60,,304,,,4284.31298828125,0.08914678543806076,8863.119140625,0.07404745370149612,4284.31298828125
60,,304,5189.2392578125,,,,,,
,7.5e-05,305,,,,,,,
61,,309,,5378.10302734375,,,,,
61,,309,,,4389.45654296875,0.0907244011759758,8815.4658203125,0.07622440904378891,4389.45654296875
61,,309,5235.28759765625,,,,,,
,7.5e-05,310,,,,,,,
62,,314,,,4323.30810546875,0.08983365446329117,8912.6318359375,0.07476341724395752,4323.30810546875
62,,314,5122.2373046875,,,,,,
,7.5e-05,315,,,,,,,
63,,319,,4796.123046875,,,,,
63,,319,,,4332.68408203125,0.08992793411016464,8897.166015625,0.07490825653076172,4332.68408203125
63,,319,5146.53173828125,,,,,,
,7.5e-05,320,,,,,,,
64,,324,,,4505.38525390625,0.09235218167304993,8766.1962890625,0.07837066054344177,4505.38525390625
64,,324,5030.0,,,,,,
,7.5e-05,325,,,,,,,
65,,329,,5010.57373046875,,,,,
65,,329,,,4633.146484375,0.09448157250881195,8786.6943359375,0.08082539588212967,4633.146484375
65,,329,5067.55810546875,,,,,,
,7.5e-05,330,,,,,,,
66,,334,,,4592.6025390625,0.09364498406648636,8754.9921875,0.08003074675798416,4592.6025390625
66,,334,4953.904296875,,,,,,
,3.75e-05,335,,,,,,,
67,,339,,5371.41259765625,,,,,
67,,339,,,4713.86962890625,0.09513092041015625,8687.66015625,0.08209296315908432,4713.86962890625
67,,339,5068.61474609375,,,,,,
,3.75e-05,340,,,,,,,
68,,344,,,4593.5185546875,0.0935622975230217,8735.7783203125,0.08007264882326126,4593.5185546875
68,,344,5070.7783203125,,,,,,
,3.75e-05,345,,,,,,,
69,,349,,5064.16064453125,,,,,
69,,349,,,4685.93701171875,0.09520290791988373,8765.5576171875,0.08185040205717087,4685.93701171875
69,,349,5025.3515625,,,,,,
,3.75e-05,350,,,,,,,
70,,354,,,4877.02294921875,0.09798899292945862,8753.9443359375,0.08525191992521286,4877.02294921875
70,,354,5119.36865234375,,,,,,
,3.75e-05,355,,,,,,,
71,,359,,4645.0009765625,,,,,
71,,359,,,4874.86083984375,0.09795285761356354,8761.7138671875,0.08509112894535065,4874.86083984375
71,,359,5097.35400390625,,,,,,
,3.75e-05,360,,,,,,,
72,,364,,,4765.53857421875,0.09614766389131546,8750.5419921875,0.08294407278299332,4765.53857421875
72,,364,4963.498046875,,,,,,
