epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0001,120,,,,,,,
30,,123,,,5165.54541015625,0.10096242278814316,8286.7275390625,0.09109815955162048,8286.7275390625
30,,123,12016.1513671875,,,,,,
,0.0001,124,,,,,,,
31,,127,,,5074.02392578125,0.1001640185713768,8260.5556640625,0.09001298248767853,8260.5556640625
31,,127,12126.8173828125,,,,,,
,0.0001,128,,,,,,,
32,,129,,13537.087890625,,,,,
32,,131,,,5136.30322265625,0.10133572667837143,8218.7646484375,0.09187570959329605,8218.7646484375
32,,131,11990.48046875,,,,,,
,0.0001,132,,,,,,,
33,,135,,,5311.77294921875,0.10469643026590347,8385.2529296875,0.09485125541687012,8385.2529296875
33,,135,12014.787109375,,,,,,
,0.0001,136,,,,,,,
34,,139,,11363.046875,,,,,
34,,139,,,5318.36767578125,0.10328780859708786,7841.50732421875,0.09725650399923325,7841.50732421875
34,,139,11820.62890625,,,,,,
,0.0001,140,,,,,,,
35,,143,,,5502.5185546875,0.10285048186779022,7296.6171875,0.10120939463376999,7296.6171875
35,,143,11704.658203125,,,,,,
,0.0001,144,,,,,,,
36,,147,,,5444.53955078125,0.10071670264005661,6999.87353515625,0.10059721767902374,6999.87353515625
36,,147,11704.74609375,,,,,,
,0.0001,148,,,,,,,
37,,149,,11563.9609375,,,,,
37,,151,,,5675.7509765625,0.10206697881221771,6968.37109375,0.1043715700507164,6968.37109375
37,,151,11810.3837890625,,,,,,
,0.0001,152,,,,,,,
38,,155,,,5490.2490234375,0.09831466525793076,6631.72412109375,0.10055293142795563,6631.72412109375
38,,155,11628.9951171875,,,,,,
,0.0001,156,,,,,,,
39,,159,,11892.0009765625,,,,,
39,,159,,,5048.30322265625,0.09130493551492691,6086.173828125,0.09187737852334976,6086.173828125
39,,159,11514.705078125,,,,,,
,0.0001,160,,,,,,,
40,,163,,,4636.9677734375,0.08493416756391525,5742.78173828125,0.08348587155342102,5742.78173828125
40,,163,11629.7861328125,,,,,,
,0.0001,164,,,,,,,
41,,167,,,4491.8359375,0.08114347606897354,5428.07763671875,0.0802232101559639,5428.07763671875
41,,167,11267.732421875,,,,,,
,0.0001,168,,,,,,,
42,,169,,11171.9375,,,,,
42,,171,,,4428.60009765625,0.0787208303809166,5231.29296875,0.07830071449279785,5231.29296875
42,,171,11152.201171875,,,,,,
,0.0001,172,,,,,,,
43,,175,,,4154.7138671875,0.07457002252340317,5019.77734375,0.07345262914896011,5019.77734375
43,,175,11037.0634765625,,,,,,
,0.0001,176,,,,,,,
44,,179,,11217.6904296875,,,,,
44,,179,,,4072.223388671875,0.07232914119958878,4865.9111328125,0.07166122645139694,4865.9111328125
44,,179,10946.5048828125,,,,,,
,0.0001,180,,,,,,,
45,,183,,,3988.14208984375,0.07019554823637009,4753.67431640625,0.0695175752043724,4753.67431640625
45,,183,11087.650390625,,,,,,
,0.0001,184,,,,,,,
46,,187,,,3863.4248046875,0.06780978292226791,4650.5556640625,0.06690774112939835,4650.5556640625
46,,187,10596.59375,,,,,,
,0.0001,188,,,,,,,
47,,189,,10934.330078125,,,,,
47,,191,,,3784.433837890625,0.06620454788208008,4594.22314453125,0.06487476825714111,4594.22314453125
47,,191,10879.142578125,,,,,,
,0.0001,192,,,,,,,
48,,195,,,3892.3046875,0.06705214083194733,4642.57275390625,0.06670704483985901,4642.57275390625
48,,195,10774.3955078125,,,,,,
,0.0001,196,,,,,,,
49,,199,,9960.177734375,,,,,
49,,199,,,3668.082763671875,0.06343888491392136,4467.67578125,0.06271056085824966,4467.67578125
49,,199,10650.423828125,,,,,,
,0.0001,200,,,,,,,
50,,203,,,3397.640869140625,0.0590117946267128,4277.6787109375,0.05762447416782379,4277.6787109375
50,,203,10646.052734375,,,,,,
,0.0001,204,,,,,,,
51,,207,,,3540.54736328125,0.06034250184893608,4356.51123046875,0.05954557657241821,4356.51123046875
51,,207,10160.74609375,,,,,,
,0.0001,208,,,,,,,
52,,209,,10593.3564453125,,,,,
52,,211,,,3204.839111328125,0.05554787442088127,4140.544921875,0.05379531532526016,4140.544921875
52,,211,10407.8671875,,,,,,
,0.0001,212,,,,,,,
53,,215,,,3362.309814453125,0.057684075087308884,4322.517578125,0.0547911711037159,4322.517578125
53,,215,10324.7578125,,,,,,
,0.0001,216,,,,,,,
54,,219,,9841.646484375,,,,,
54,,219,,,3087.806884765625,0.05356225743889809,4086.406494140625,0.05149473994970322,4086.406494140625
54,,219,10044.70703125,,,,,,
,0.0001,220,,,,,,,
55,,223,,,3059.22607421875,0.05307650566101074,4053.5888671875,0.0509512834250927,4053.5888671875
55,,223,10490.4951171875,,,,,,
,0.0001,224,,,,,,,
56,,227,,,3306.63232421875,0.0570104606449604,4267.037109375,0.05391401797533035,4267.037109375
56,,227,10017.419921875,,,,,,
,0.0001,228,,,,,,,
57,,229,,10030.0087890625,,,,,
57,,231,,,3030.238037109375,0.0526861809194088,4020.451171875,0.050552334636449814,4020.451171875
57,,231,10301.1396484375,,,,,,
,0.0001,232,,,,,,,
58,,235,,,3020.47607421875,0.052487991750240326,4013.023193359375,0.050389375537633896,4013.023193359375
58,,235,10295.890625,,,,,,
,0.0001,236,,,,,,,
59,,239,,10759.3916015625,,,,,
59,,239,,,3208.81396484375,0.055600956082344055,4164.162109375,0.05263229459524155,4164.162109375
59,,239,10143.9111328125,,,,,,
,0.0001,240,,,,,,,
60,,243,,,3005.0078125,0.0523989163339138,4005.62841796875,0.05006052553653717,4005.62841796875
60,,243,9938.9375,,,,,,
,0.0001,244,,,,,,,
61,,247,,,3269.018310546875,0.056443486362695694,4235.50048828125,0.053309567272663116,4235.50048828125
61,,247,10283.443359375,,,,,,
,0.0001,248,,,,,,,
62,,249,,9680.4384765625,,,,,
62,,251,,,3090.426513671875,0.053720735013484955,4066.4365234375,0.051039859652519226,4066.4365234375
62,,251,9976.431640625,,,,,,
,0.0001,252,,,,,,,
63,,255,,,2995.623291015625,0.052073922008275986,3990.623046875,0.04974663257598877,3990.623046875
63,,255,9887.5908203125,,,,,,
,0.0001,256,,,,,,,
64,,259,,9389.7158203125,,,,,
64,,259,,,3191.642333984375,0.05500854179263115,4140.2265625,0.05216211825609207,4140.2265625
64,,259,9981.76953125,,,,,,
,0.0001,260,,,,,,,
65,,263,,,3471.14453125,0.05938136577606201,4500.04150390625,0.05570635572075844,4500.04150390625
65,,263,9914.9541015625,,,,,,
,0.0001,264,,,,,,,
66,,267,,,3497.576416015625,0.0597972497344017,4554.18896484375,0.05600348860025406,4554.18896484375
66,,267,10049.384765625,,,,,,
,0.0001,268,,,,,,,
67,,269,,9990.0576171875,,,,,
67,,271,,,3411.36083984375,0.05850972607731819,4463.92626953125,0.05487177148461342,4463.92626953125
67,,271,10044.3076171875,,,,,,
,0.0001,272,,,,,,,
68,,275,,,3373.4111328125,0.05792935565114021,4419.23486328125,0.05435436591506004,4419.23486328125
68,,275,9585.1572265625,,,,,,
