epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,74071.5234375,,,,,
0,,19,,61055.04296875,,,,,
0,,28,,,100040.484375,0.2175258845090866,125698.890625,0.24157951772212982,72944.4296875
0,,28,73311.8046875,,,,,,
,0.0003,29,,,,,,,
1,,29,,49400.16015625,,,,,
1,,39,,42744.63671875,,,,,
1,,49,,36585.41015625,,,,,
1,,57,,,50427.83984375,0.13115006685256958,85866.3828125,0.11836270987987518,35917.45703125
1,,57,41298.4296875,,,,,,
,0.0003,58,,,,,,,
2,,59,,33878.94921875,,,,,
2,,69,,30161.05078125,,,,,
2,,79,,28067.462890625,,,,,
2,,86,,,43447.6171875,0.11993570625782013,72843.7734375,0.10453251004219055,24905.85546875
2,,86,28571.8359375,,,,,,
,0.0003,87,,,,,,,
3,,89,,24949.357421875,,,,,
3,,99,,22201.029296875,,,,,
3,,109,,24193.837890625,,,,,
3,,115,,,38143.20703125,0.1050611212849617,66156.2109375,0.08899462968111038,22122.513671875
3,,115,23712.31640625,,,,,,
,0.0003,116,,,,,,,
4,,119,,21786.3046875,,,,,
4,,129,,23988.189453125,,,,,
4,,139,,20666.63671875,,,,,
4,,144,,,34665.1640625,0.09654965251684189,61680.19140625,0.08118545264005661,21430.166015625
4,,144,21376.599609375,,,,,,
,0.0003,145,,,,,,,
5,,149,,18575.40234375,,,,,
5,,159,,20623.61328125,,,,,
5,,169,,21691.154296875,,,,,
5,,173,,,34446.88671875,0.09494969248771667,59333.23828125,0.08098134398460388,21496.759765625
5,,173,19890.24609375,,,,,,
,0.0003,174,,,,,,,
6,,179,,19128.68359375,,,,,
6,,189,,19749.12890625,,,,,
6,,199,,16958.24609375,,,,,
6,,202,,,30883.4375,0.08825261890888214,57062.96875,0.0740293636918068,19721.158203125
6,,202,18558.224609375,,,,,,
,0.0003,203,,,,,,,
7,,209,,17864.916015625,,,,,
7,,219,,17264.267578125,,,,,
