date,actual,forecast,error,abs_error,percent_error,abs_percent_error,model_name
2025-08-05,51703.0,48196.079441559996,3506.9205584400042,3506.9205584400042,6.782818324739385,6.782818324739385,N-BEATS_yellow_Last30Days
2025-08-06,51125.0,46701.555074137585,4423.444925862415,4423.444925862415,8.652215013911816,8.652215013911816,N-BEATS_yellow_Last30Days
2025-08-07,50966.0,47115.12953205992,3850.8704679400835,3850.8704679400835,7.555763583447953,7.555763583447953,N-BEATS_yellow_Last30Days
2025-08-08,52754.0,50727.39992441755,2026.6000755824498,2026.6000755824498,3.8416045713736393,3.8416045713736393,N-BEATS_yellow_Last30Days
2025-08-09,36190.0,37713.65723597199,-1523.6572359719867,1523.6572359719867,-4.210160917303086,4.210160917303086,N-BEATS_yellow_Last30Days
2025-08-10,33624.0,34923.06866850122,-1299.0686685012188,1299.0686685012188,-3.8635161447216833,3.8635161447216833,N-BEATS_yellow_Last30Days
2025-08-11,35655.0,41676.413659637095,-6021.413659637095,6021.413659637095,-16.88799231422548,16.88799231422548,N-BEATS_yellow_Last30Days
2025-08-12,30718.0,44617.16950473654,-13899.169504736543,13899.169504736543,-45.2476382080101,45.2476382080101,N-BEATS_yellow_Last30Days
2025-08-13,48473.0,46561.017052322255,1911.982947677745,1911.982947677745,3.944428749360974,3.944428749360974,N-BEATS_yellow_Last30Days
2025-08-14,49731.0,48483.85100972272,1247.148990277281,1247.148990277281,2.507789890163642,2.507789890163642,N-BEATS_yellow_Last30Days
2025-08-15,55317.0,46646.57819444768,8670.421805552323,8670.421805552323,15.674063679433669,15.674063679433669,N-BEATS_yellow_Last30Days
2025-08-16,42113.0,38222.98683131047,3890.013168689533,3890.013168689533,9.237083961459723,9.237083961459723,N-BEATS_yellow_Last30Days
2025-08-17,37300.0,35054.51743532569,2245.482564674312,2245.482564674312,6.020060495105394,6.020060495105394,N-BEATS_yellow_Last30Days
2025-08-18,53927.0,45881.54121131907,8045.458788680931,8045.458788680931,14.919166259352332,14.919166259352332,N-BEATS_yellow_Last30Days
2025-08-19,51387.0,48715.426674416376,2671.573325583624,2671.573325583624,5.198928377962566,5.198928377962566,N-BEATS_yellow_Last30Days
2025-08-20,51462.0,46838.15251659506,4623.847483404941,4623.847483404941,8.98497431775862,8.98497431775862,N-BEATS_yellow_Last30Days
2025-08-21,51711.0,47479.499867820276,4231.5001321797245,4231.5001321797245,8.182978732145433,8.182978732145433,N-BEATS_yellow_Last30Days
2025-08-22,56386.0,49007.98023974468,7378.0197602553235,7378.0197602553235,13.084843330357398,13.084843330357398,N-BEATS_yellow_Last30Days
2025-08-23,37698.0,37713.84755666659,-15.84755666658748,15.84755666658748,-0.04203818947049572,0.04203818947049572,N-BEATS_yellow_Last30Days
2025-08-24,31604.0,34936.70072973685,-3332.7007297368473,3332.7007297368473,-10.545186462906111,10.545186462906111,N-BEATS_yellow_Last30Days
2025-08-25,50010.0,45207.54490648656,4802.455093513439,4802.455093513439,9.602989589109058,9.602989589109058,N-BEATS_yellow_Last30Days
2025-08-26,52708.0,47834.33231384236,4873.667686157642,4873.667686157642,9.246542623809747,9.246542623809747,N-BEATS_yellow_Last30Days
2025-08-27,50364.0,46771.06978372771,3592.930216272289,3592.930216272289,7.1339254552305,7.1339254552305,N-BEATS_yellow_Last30Days
2025-08-28,43282.0,48090.27874078241,-4808.278740782407,4808.278740782407,-11.109187978333734,11.109187978333734,N-BEATS_yellow_Last30Days
2025-08-29,54136.0,49950.40157399767,4185.598426002332,4185.598426002332,7.73163592803741,7.73163592803741,N-BEATS_yellow_Last30Days
2025-08-30,38033.0,37813.04136711119,219.95863288881083,219.95863288881083,0.5783362682113187,0.5783362682113187,N-BEATS_yellow_Last30Days
2025-08-31,34682.0,34722.77541233174,-40.7754123317427,40.7754123317427,-0.11756937988507785,0.11756937988507785,N-BEATS_yellow_Last30Days
2025-09-01,50087.0,44025.113392163505,6061.886607836495,6061.886607836495,12.102714492456117,12.102714492456117,N-BEATS_yellow_Last30Days
2025-09-02,50517.0,47764.54805915365,2752.451940846353,2752.451940846353,5.448565712228266,5.448565712228266,N-BEATS_yellow_Last30Days
2025-09-03,52235.0,45649.14416257501,6585.8558374249915,6585.8558374249915,12.608128338135332,12.608128338135332,N-BEATS_yellow_Last30Days
