epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,4,,,16092.22265625,0.25963011384010315,18983.89453125,0.25866541266441345,16092.22265625
0,,4,13661.587890625,,,,,,
,0.0003,5,,,,,,,
1,,9,,12246.697265625,,,,,
1,,9,,,13557.787109375,0.2272031456232071,15181.5126953125,0.21617460250854492,13557.787109375
1,,9,12174.3486328125,,,,,,
,0.0003,10,,,,,,,
2,,14,,,13595.91015625,0.22900629043579102,14544.498046875,0.21845793724060059,13595.91015625
2,,14,11727.79296875,,,,,,
,0.0003,15,,,,,,,
3,,19,,11037.95703125,,,,,
3,,19,,,12345.12109375,0.2175283133983612,13583.162109375,0.19947312772274017,12345.12109375
3,,19,11439.431640625,,,,,,
,0.0003,20,,,,,,,
4,,24,,,11749.9892578125,0.20310872793197632,12851.537109375,0.18996578454971313,11749.9892578125
4,,24,10973.998046875,,,,,,
,0.0003,25,,,,,,,
5,,29,,9978.6767578125,,,,,
5,,29,,,10481.9833984375,0.18036270141601562,11655.6015625,0.16988438367843628,10481.9833984375
5,,29,10410.814453125,,,,,,
,0.0003,30,,,,,,,
6,,34,,,8784.115234375,0.14932142198085785,10141.83984375,0.14226259291172028,8784.115234375
6,,34,9506.9599609375,,,,,,
,0.0003,35,,,,,,,
7,,39,,8202.205078125,,,,,
7,,39,,,7551.1552734375,0.12320359796285629,8813.9580078125,0.12113895267248154,7551.1552734375
7,,39,8658.787109375,,,,,,
,0.0003,40,,,,,,,
8,,44,,,6889.7431640625,0.10870488733053207,8016.74658203125,0.11092230677604675,6889.7431640625
8,,44,7725.1904296875,,,,,,
,0.0003,45,,,,,,,
9,,49,,6440.69580078125,,,,,
9,,49,,,6866.02490234375,0.1077541783452034,7931.6162109375,0.11299983412027359,6866.02490234375
9,,49,6929.0068359375,,,,,,
,0.0003,50,,,,,,,
10,,54,,,7263.81201171875,0.1126379519701004,8152.8212890625,0.11870737373828888,7263.81201171875
10,,54,6560.0068359375,,,,,,
,0.0003,55,,,,,,,
11,,59,,6685.60009765625,,,,,
11,,59,,,6245.23974609375,0.0970463752746582,7071.37646484375,0.10107629746198654,6245.23974609375
11,,59,6520.9443359375,,,,,,
,0.0003,60,,,,,,,
12,,64,,,4742.35400390625,0.07409200817346573,5761.435546875,0.07556050270795822,4742.35400390625
12,,64,6164.56884765625,,,,,,
,0.0003,65,,,,,,,
13,,69,,5666.85400390625,,,,,
13,,69,,,3753.64013671875,0.061549656093120575,4782.55712890625,0.06152451038360596,3753.64013671875
13,,69,5984.5947265625,,,,,,
,0.0003,70,,,,,,,
14,,74,,,3174.503662109375,0.054847780615091324,4248.71240234375,0.05383985862135887,3174.503662109375
14,,74,5949.82861328125,,,,,,
,0.0003,75,,,,,,,
15,,79,,6411.32080078125,,,,,
15,,79,,,2865.832763671875,0.05059303343296051,3854.023193359375,0.04969359561800957,2865.832763671875
15,,79,5761.47021484375,,,,,,
,0.0003,80,,,,,,,
16,,84,,,2877.440185546875,0.05102704092860222,3743.457275390625,0.049887172877788544,2877.440185546875
16,,84,5536.42919921875,,,,,,
,0.0003,85,,,,,,,
17,,89,,5225.18212890625,,,,,
17,,89,,,3486.4072265625,0.06058191508054733,4197.341796875,0.057930950075387955,3486.4072265625
17,,89,5499.25439453125,,,,,,
,0.0003,90,,,,,,,
18,,94,,,4011.14453125,0.0697057694196701,4919.61279296875,0.06551066786050797,4011.14453125
18,,94,5382.591796875,,,,,,
,0.0003,95,,,,,,,
19,,99,,5349.552734375,,,,,
19,,99,,,3671.3359375,0.06274556368589401,4412.76416015625,0.05978041887283325,3671.3359375
19,,99,5214.2099609375,,,,,,
,0.0003,100,,,,,,,
20,,104,,,3674.2724609375,0.06249193102121353,4397.5673828125,0.05957210808992386,3674.2724609375
20,,104,5119.42041015625,,,,,,
,0.00015,105,,,,,,,
21,,109,,5231.07275390625,,,,,
21,,109,,,3226.1669921875,0.055513642728328705,3933.744384765625,0.053409744054079056,3226.1669921875
21,,109,5126.4833984375,,,,,,
,0.00015,110,,,,,,,
22,,114,,,3363.92919921875,0.05764613673090935,4098.07861328125,0.05511871725320816,3363.92919921875
22,,114,5055.6806640625,,,,,,
,0.00015,115,,,,,,,
23,,119,,4997.4873046875,,,,,
23,,119,,,3314.19873046875,0.05699525773525238,4085.2314453125,0.054331596940755844,3314.19873046875
23,,119,5103.44287109375,,,,,,
,0.00015,120,,,,,,,
24,,124,,,3467.974853515625,0.05938640981912613,4247.96337890625,0.05640964210033417,3467.974853515625
24,,124,5014.2294921875,,,,,,
,0.00015,125,,,,,,,
25,,129,,4870.1748046875,,,,,
25,,129,,,3474.0947265625,0.05964362248778343,4210.39404296875,0.05683382600545883,3474.0947265625
25,,129,5002.5615234375,,,,,,
,0.00015,130,,,,,,,
26,,134,,,3385.392333984375,0.05802557244896889,4040.280517578125,0.05575479567050934,3385.392333984375
26,,134,4948.96923828125,,,,,,
,0.00015,135,,,,,,,
27,,139,,4594.77392578125,,,,,
27,,139,,,3754.908447265625,0.0635637566447258,4419.00244140625,0.06065082177519798,3754.908447265625
27,,139,4946.8291015625,,,,,,
,0.00015,140,,,,,,,
28,,144,,,3424.84130859375,0.05793898180127144,4016.232177734375,0.05596122890710831,3424.84130859375
28,,144,5008.75439453125,,,,,,
,0.00015,145,,,,,,,
29,,149,,5275.6240234375,,,,,
29,,149,,,3451.289794921875,0.05871864780783653,4086.4501953125,0.056334782391786575,3451.289794921875
29,,149,4934.80322265625,,,,,,
,7.5e-05,150,,,,,,,
30,,154,,,3476.8681640625,0.05892245098948479,4099.28955078125,0.056565530598163605,3476.8681640625
30,,154,4803.26806640625,,,,,,
,7.5e-05,155,,,,,,,
31,,159,,4817.4453125,,,,,
31,,159,,,3373.165771484375,0.05692724883556366,3974.484375,0.05495476722717285,3373.165771484375
31,,159,4872.09228515625,,,,,,
,7.5e-05,160,,,,,,,
32,,164,,,3360.516845703125,0.05688375607132912,3967.808349609375,0.05488908663392067,3360.516845703125
32,,164,4812.6748046875,,,,,,
,7.5e-05,165,,,,,,,
33,,169,,4875.3828125,,,,,
33,,169,,,3372.99951171875,0.05742698535323143,3999.437255859375,0.05523163452744484,3372.99951171875
33,,169,4922.8525390625,,,,,,
,7.5e-05,170,,,,,,,
34,,174,,,3563.057373046875,0.06061510369181633,4239.890625,0.05782017856836319,3563.057373046875
34,,174,4972.5400390625,,,,,,
,7.5e-05,175,,,,,,,
35,,179,,5439.31396484375,,,,,
35,,179,,,3374.391357421875,0.057216744869947433,3991.638916015625,0.05501240864396095,3374.391357421875
35,,179,4870.6767578125,,,,,,
