epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,85815.953125,,,,,
0,,19,,60619.30078125,,,,,
0,,28,,,43227.9765625,0.11907168477773666,68833.5859375,0.10454664379358292,43227.9765625
0,,28,75958.5078125,,,,,,
,0.0003,29,,,,,,,
1,,29,,55328.8828125,,,,,
1,,39,,44795.25,,,,,
1,,49,,41627.42578125,,,,,
1,,57,,,30267.3203125,0.088180311024189,59670.765625,0.07261061668395996,30267.3203125
1,,57,46427.78515625,,,,,,
,0.0003,58,,,,,,,
2,,59,,43111.1484375,,,,,
2,,69,,41296.71484375,,,,,
2,,79,,36179.859375,,,,,
2,,86,,,27149.412109375,0.08125311881303787,56270.71484375,0.0664222240447998,27149.412109375
2,,86,39490.4453125,,,,,,
,0.0003,87,,,,,,,
3,,89,,32681.4140625,,,,,
3,,99,,32960.3359375,,,,,
3,,109,,32095.08984375,,,,,
3,,115,,,31104.474609375,0.08541274070739746,52607.046875,0.07401151955127716,31104.474609375
3,,115,34064.7109375,,,,,,
,0.0003,116,,,,,,,
4,,119,,31173.5078125,,,,,
4,,129,,30656.392578125,,,,,
4,,139,,30496.271484375,,,,,
4,,144,,,29701.083984375,0.08196333050727844,50038.609375,0.07123561948537827,29701.083984375
4,,144,31714.30859375,,,,,,
,0.0003,145,,,,,,,
5,,149,,30296.900390625,,,,,
5,,159,,28675.361328125,,,,,
5,,169,,28877.73046875,,,,,
5,,173,,,29961.041015625,0.0801253542304039,46865.84765625,0.07128360867500305,29961.041015625
5,,173,30130.236328125,,,,,,
,0.0003,174,,,,,,,
6,,179,,28235.794921875,,,,,
6,,189,,33722.25390625,,,,,
6,,199,,29465.580078125,,,,,
6,,202,,,25903.4921875,0.06977909058332443,41094.27734375,0.06254486739635468,25903.4921875
6,,202,28552.25,,,,,,
,0.0003,203,,,,,,,
7,,209,,24917.50390625,,,,,
7,,219,,27919.4921875,,,,,
7,,229,,24554.220703125,,,,,
7,,231,,,24090.7578125,0.06217002123594284,36140.31640625,0.05732254311442375,24090.7578125
7,,231,27033.68359375,,,,,,
,0.0003,232,,,,,,,
8,,239,,27847.986328125,,,,,
8,,249,,26341.240234375,,,,,
8,,259,,27492.025390625,,,,,
8,,260,,,23169.2734375,0.05905642732977867,32955.6484375,0.05559474602341652,23169.2734375
8,,260,25291.201171875,,,,,,
,0.0003,261,,,,,,,
9,,269,,25429.98828125,,,,,
9,,279,,25538.408203125,,,,,
9,,289,,24073.6015625,,,,,
9,,289,,,20364.236328125,0.05397431552410126,31086.619140625,0.0502820648252964,20364.236328125
9,,289,24386.623046875,,,,,,
,0.0003,290,,,,,,,
10,,299,,22548.587890625,,,,,
10,,309,,25048.79296875,,,,,
10,,318,,,15976.25390625,0.04493049159646034,28753.20703125,0.04101606085896492,15976.25390625
10,,318,22938.396484375,,,,,,
,0.0003,319,,,,,,,
11,,319,,24033.2421875,,,,,
11,,329,,23430.4375,,,,,
11,,339,,21484.62890625,,,,,
11,,347,,,15008.994140625,0.04303179308772087,28427.09375,0.03896854445338249,15008.994140625
11,,347,22198.18359375,,,,,,
,0.0003,348,,,,,,,
12,,349,,20888.181640625,,,,,
12,,359,,21789.841796875,,,,,
12,,369,,20465.830078125,,,,,
12,,376,,,15023.1767578125,0.04249272495508194,27780.64453125,0.03870592266321182,15023.1767578125
12,,376,21607.748046875,,,,,,
,0.0003,377,,,,,,,
13,,379,,22413.787109375,,,,,
13,,389,,21577.57421875,,,,,
13,,399,,20361.419921875,,,,,
13,,405,,,13368.3525390625,0.03949031978845596,26726.71875,0.035767972469329834,13368.3525390625
13,,405,21339.74609375,,,,,,
,0.0003,406,,,,,,,
14,,409,,20441.55078125,,,,,
14,,419,,22878.107421875,,,,,
14,,429,,21010.69140625,,,,,
14,,434,,,16337.59765625,0.04346686229109764,24103.640625,0.0417756550014019,16337.59765625
