epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,9,,123139.03125,,,,,
0,,19,,95156.21875,,,,,
0,,28,,,108252.2421875,0.1433141529560089,153982.109375,0.15143665671348572,77364.1953125
0,,28,116475.8203125,,,,,,
,0.0003,29,,,,,,,
1,,29,,77417.8984375,,,,,
1,,39,,72550.4921875,,,,,
1,,49,,62135.3515625,,,,,
1,,57,,,83635.9296875,0.12467820197343826,124546.5078125,0.11438558250665665,48929.8984375
1,,57,69623.7421875,,,,,,
,0.0003,58,,,,,,,
2,,59,,58934.69921875,,,,,
2,,69,,51818.5390625,,,,,
2,,79,,49242.37109375,,,,,
2,,86,,,60777.890625,0.09337938576936722,100715.8359375,0.08515003323554993,34576.01953125
2,,86,50229.26171875,,,,,,
,0.0003,87,,,,,,,
3,,89,,46157.984375,,,,,
3,,99,,39555.71484375,,,,,
3,,109,,41809.78515625,,,,,
3,,115,,,43912.66796875,0.07099639624357224,87458.984375,0.06130177900195122,29314.12109375
3,,115,42214.34765625,,,,,,
,0.0003,116,,,,,,,
4,,119,,39137.4921875,,,,,
4,,129,,41163.94140625,,,,,
4,,139,,35851.09765625,,,,,
4,,144,,,45548.0625,0.07115760445594788,82827.09375,0.06290555745363235,28900.517578125
4,,144,38223.43359375,,,,,,
,0.0003,145,,,,,,,
5,,149,,32575.400390625,,,,,
5,,159,,37246.45703125,,,,,
5,,169,,37320.33203125,,,,,
5,,173,,,49504.7421875,0.07579464465379715,80276.890625,0.0687020793557167,30992.154296875
5,,173,35679.59765625,,,,,,
,0.0003,174,,,,,,,
6,,179,,35086.203125,,,,,
6,,189,,35143.81640625,,,,,
6,,199,,31823.537109375,,,,,
6,,202,,,43997.87890625,0.06847704201936722,75713.7421875,0.06152896210551262,27347.150390625
6,,202,33361.26953125,,,,,,
,0.0003,203,,,,,,,
7,,209,,32695.126953125,,,,,
7,,219,,32589.21875,,,,,
7,,229,,29741.908203125,,,,,
7,,231,,,43852.67578125,0.06740502268075943,72566.328125,0.06134877726435661,27276.322265625
7,,231,31732.958984375,,,,,,
,0.0003,232,,,,,,,
8,,239,,32559.73046875,,,,,
8,,249,,31255.705078125,,,,,
8,,259,,32236.3515625,,,,,
8,,260,,,46628.9296875,0.06953687220811844,69673.9140625,0.06488688290119171,27099.33984375
8,,260,30481.62109375,,,,,,
,0.0003,261,,,,,,,
9,,269,,32639.6875,,,,,
9,,279,,26627.62890625,,,,,
9,,289,,28326.96875,,,,,
9,,289,,,40735.37890625,0.061464548110961914,62383.26953125,0.057458583265542984,24147.998046875
9,,289,28801.228515625,,,,,,
,0.0003,290,,,,,,,
10,,299,,30110.79296875,,,,,
10,,309,,26930.138671875,,,,,
10,,318,,,35426.5234375,0.053747717291116714,55956.75390625,0.050596628338098526,22011.8125
10,,318,27872.529296875,,,,,,
,0.0003,319,,,,,,,
11,,319,,25672.056640625,,,,,
11,,329,,25227.142578125,,,,,
11,,339,,25539.34765625,,,,,
11,,347,,,31244.0625,0.04655293747782707,47060.60546875,0.044533029198646545,19434.029296875
11,,347,26552.58984375,,,,,,
,0.0003,348,,,,,,,
12,,349,,26134.43359375,,,,,
12,,359,,25792.30859375,,,,,
12,,369,,27064.09375,,,,,
12,,376,,,33395.10546875,0.04782098904252052,44505.296875,0.046747222542762756,18383.251953125
12,,376,25149.751953125,,,,,,
,0.0003,377,,,,,,,
13,,379,,24948.74609375,,,,,
13,,389,,25842.388671875,,,,,
13,,399,,24288.3046875,,,,,
13,,405,,,29798.517578125,0.04256661981344223,39139.4375,0.04174882546067238,16670.32421875
13,,405,24307.724609375,,,,,,
,0.0003,406,,,,,,,
14,,409,,25322.162109375,,,,,
14,,419,,21152.38671875,,,,,
14,,429,,22890.48046875,,,,,
14,,434,,,22434.345703125,0.033389996737241745,32801.94921875,0.032288093119859695,14704.134765625
14,,434,23499.654296875,,,,,,
,0.0003,435,,,,,,,
15,,439,,23289.94921875,,,,,
15,,449,,22100.849609375,,,,,
15,,459,,20574.0078125,,,,,
15,,463,,,23883.017578125,0.03501730412244797,32717.9609375,0.03414929285645485,14274.2705078125
15,,463,22976.732421875,,,,,,
,0.0003,464,,,,,,,
16,,469,,20019.349609375,,,,,
16,,479,,22454.974609375,,,,,
16,,489,,22322.017578125,,,,,
16,,492,,,19191.4453125,0.030101122334599495,30271.341796875,0.028837816789746284,13556.5927734375
16,,492,22301.8125,,,,,,
,0.0003,493,,,,,,,
17,,499,,21152.73046875,,,,,
17,,509,,24385.716796875,,,,,
17,,519,,21833.162109375,,,,,
17,,521,,,20318.587890625,0.031209301203489304,29754.318359375,0.030165953561663628,13425.9833984375
17,,521,21824.853515625,,,,,,
,0.0003,522,,,,,,,
18,,529,,21641.615234375,,,,,
18,,539,,21293.392578125,,,,,
18,,549,,23003.962890625,,,,,
18,,550,,,18919.53125,0.03058396466076374,31539.99609375,0.029074616730213165,13076.970703125
18,,550,21447.4609375,,,,,,
,0.0003,551,,,,,,,
19,,559,,21645.37890625,,,,,
19,,569,,21329.775390625,,,,,
19,,579,,20257.3828125,,,,,
19,,579,,,18605.00390625,0.02959691360592842,29240.90234375,0.02839498035609722,12405.951171875
19,,579,21155.720703125,,,,,,
,0.0003,580,,,,,,,
20,,589,,20950.556640625,,,,,
20,,599,,22420.375,,,,,
20,,608,,,18783.607421875,0.02898954413831234,27334.03125,0.028266293928027153,12039.6416015625
20,,608,20814.81640625,,,,,,
,0.0003,609,,,,,,,
21,,609,,20024.62890625,,,,,
21,,619,,20554.5390625,,,,,
21,,629,,21044.330078125,,,,,
21,,637,,,17522.00390625,0.02768184430897236,27035.91796875,0.02677284926176071,11301.7119140625
21,,637,20512.42578125,,,,,,
,0.0003,638,,,,,,,
22,,639,,21196.482421875,,,,,
22,,649,,18851.521484375,,,,,
22,,659,,17552.798828125,,,,,
22,,666,,,18414.09765625,0.029457824304699898,27902.787109375,0.02845451422035694,11549.69140625
22,,666,20277.79296875,,,,,,
,0.0003,667,,,,,,,
23,,669,,18725.66796875,,,,,
23,,679,,18192.298828125,,,,,
23,,689,,19197.05078125,,,,,
23,,695,,,20318.8125,0.03204953670501709,29945.626953125,0.03082858957350254,11628.1181640625
23,,695,20035.080078125,,,,,,
,0.0003,696,,,,,,,
24,,699,,19721.052734375,,,,,
