epoch,lr-AdamW,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.0003,0,,,,,,,
0,,4,,,11418.62890625,0.1993756890296936,13757.212890625,0.18356339633464813,11418.62890625
0,,4,13202.2451171875,,,,,,
,0.0003,5,,,,,,,
1,,9,,10384.599609375,,,,,
1,,9,,,10741.15625,0.18613652884960175,12289.7353515625,0.17402324080467224,10741.15625
1,,9,11077.763671875,,,,,,
,0.0003,10,,,,,,,
2,,14,,,10839.431640625,0.18201777338981628,12011.2138671875,0.17565155029296875,10839.431640625
2,,14,9844.92578125,,,,,,
,0.0003,15,,,,,,,
3,,19,,8549.80078125,,,,,
3,,19,,,10159.0146484375,0.16710175573825836,11506.6025390625,0.16278821229934692,10159.0146484375
3,,19,9061.5556640625,,,,,,
,0.0003,20,,,,,,,
4,,24,,,9417.3935546875,0.15215499699115753,10982.7783203125,0.14854636788368225,9417.3935546875
4,,24,8210.458984375,,,,,,
,0.0003,25,,,,,,,
5,,29,,7401.056640625,,,,,
5,,29,,,8517.0078125,0.1393391340970993,10295.7294921875,0.13488464057445526,8517.0078125
5,,29,7516.8984375,,,,,,
,0.0003,30,,,,,,,
6,,34,,,7627.96435546875,0.12825684249401093,9667.927734375,0.12274810671806335,7627.96435546875
6,,34,7235.59765625,,,,,,
,0.0003,35,,,,,,,
7,,39,,7437.876953125,,,,,
7,,39,,,7956.6865234375,0.13260802626609802,9748.833984375,0.12883375585079193,7956.6865234375
7,,39,7242.7236328125,,,,,,
,0.0003,40,,,,,,,
8,,44,,,7532.19384765625,0.12832918763160706,9302.41015625,0.12264741957187653,7532.19384765625
8,,44,6886.7158203125,,,,,,
,0.0003,45,,,,,,,
9,,49,,7281.34912109375,,,,,
9,,49,,,7130.0869140625,0.12386350333690643,9028.4423828125,0.11722710728645325,7130.0869140625
9,,49,6767.48291015625,,,,,,
,0.0003,50,,,,,,,
10,,54,,,6424.048828125,0.11493928730487823,8714.6533203125,0.1065102145075798,6424.048828125
10,,54,6741.0146484375,,,,,,
,0.0003,55,,,,,,,
11,,59,,6410.49169921875,,,,,
11,,59,,,5326.65966796875,0.10134544223546982,8524.7431640625,0.09049519896507263,5326.65966796875
11,,59,6642.76806640625,,,,,,
,0.0003,60,,,,,,,
12,,64,,,4474.7138671875,0.09135054051876068,8652.125,0.07812666893005371,4474.7138671875
12,,64,6634.6142578125,,,,,,
,0.0003,65,,,,,,,
13,,69,,5443.63818359375,,,,,
13,,69,,,4465.201171875,0.09210202097892761,9133.8974609375,0.0765049159526825,4465.201171875
13,,69,6235.5380859375,,,,,,
,0.0003,70,,,,,,,
14,,74,,,4839.27587890625,0.09846562892198563,9594.2060546875,0.08106992393732071,4839.27587890625
14,,74,6245.24853515625,,,,,,
,0.0003,75,,,,,,,
15,,79,,6520.54833984375,,,,,
15,,79,,,5036.60009765625,0.10133685916662216,9814.9697265625,0.08251138031482697,5036.60009765625
15,,79,6158.51416015625,,,,,,
,0.0003,80,,,,,,,
16,,84,,,5704.68212890625,0.11133643984794617,10252.013671875,0.09100399166345596,5704.68212890625
16,,84,6004.12109375,,,,,,
,0.0003,85,,,,,,,
17,,89,,6161.33544921875,,,,,
17,,89,,,6304.484375,0.12035410851240158,10682.748046875,0.0985855981707573,6304.484375
17,,89,5964.22216796875,,,,,,
,0.0003,90,,,,,,,
18,,94,,,5580.2978515625,0.10999779403209686,10116.4521484375,0.08961556851863861,5580.2978515625
18,,94,5959.18603515625,,,,,,
,0.00015,95,,,,,,,
19,,99,,5818.359375,,,,,
19,,99,,,6257.181640625,0.12003450095653534,10639.75,0.0980433002114296,6257.181640625
19,,99,5758.57177734375,,,,,,
,0.00015,100,,,,,,,
20,,104,,,5823.63037109375,0.11330132186412811,10261.9111328125,0.09275795519351959,5823.63037109375
20,,104,5809.52099609375,,,,,,
,0.00015,105,,,,,,,
21,,109,,5399.50439453125,,,,,
21,,109,,,5829.91455078125,0.11342556774616241,10260.5302734375,0.09280739724636078,5829.91455078125
21,,109,5870.71142578125,,,,,,
,0.00015,110,,,,,,,
22,,114,,,5762.37060546875,0.11249707639217377,10228.6796875,0.09188392758369446,5762.37060546875
22,,114,5739.8623046875,,,,,,
,0.00015,115,,,,,,,
23,,119,,6076.0791015625,,,,,
23,,119,,,5816.22509765625,0.11329745501279831,10243.2373046875,0.0925503820180893,5816.22509765625
23,,119,5779.83984375,,,,,,
,0.00015,120,,,,,,,
24,,124,,,5414.07373046875,0.10698781162500381,9935.3115234375,0.08751902729272842,5414.07373046875
24,,124,5779.6728515625,,,,,,
,0.00015,125,,,,,,,
25,,129,,6144.30517578125,,,,,
25,,129,,,5757.1328125,0.11192675679922104,10154.9716796875,0.0917896032333374,5757.1328125
25,,129,5668.26953125,,,,,,
,0.00015,130,,,,,,,
26,,134,,,5613.60986328125,0.11042066663503647,10011.0126953125,0.09049459546804428,5613.60986328125
26,,134,5759.05810546875,,,,,,
,0.00015,135,,,,,,,
27,,139,,4897.998046875,,,,,
27,,139,,,5522.47802734375,0.10874190181493759,9991.509765625,0.08878831565380096,5522.47802734375
27,,139,5529.74267578125,,,,,,
,7.5e-05,140,,,,,,,
28,,144,,,5490.83642578125,0.10844890028238297,9954.2080078125,0.08856913447380066,5490.83642578125
28,,144,5534.671875,,,,,,
,7.5e-05,145,,,,,,,
29,,149,,5767.064453125,,,,,
29,,149,,,5524.44677734375,0.10950379073619843,9934.125,0.08963330090045929,5524.44677734375
29,,149,5529.634765625,,,,,,
,7.5e-05,150,,,,,,,
30,,154,,,5699.40625,0.11206464469432831,10042.880859375,0.09191730618476868,5699.40625
30,,154,5497.9853515625,,,,,,
,7.5e-05,155,,,,,,,
31,,159,,5284.6669921875,,,,,
31,,159,,,5505.2841796875,0.10851799696683884,9915.6005859375,0.08900199085474014,5505.2841796875
31,,159,5503.1376953125,,,,,,
,7.5e-05,160,,,,,,,
32,,164,,,5325.330078125,0.10544391721487045,9819.7783203125,0.08633797615766525,5325.330078125
32,,164,5521.23388671875,,,,,,
,7.5e-05,165,,,,,,,
33,,169,,5699.23974609375,,,,,
33,,169,,,5425.65966796875,0.10758791118860245,9852.7177734375,0.08814267069101334,5425.65966796875
33,,169,5602.98486328125,,,,,,
