model_name,evaluation_timestamp,n_samples,MAE,MSE,RMSE,Max_Error,Std_Error,MAPE_percent,SMAPE_percent,Bias_percent,R2_score,Correlation,Directional_Accuracy_percent,Mean_Actual,Mean_Forecast,Bias,Total_Actual,Total_Forecast,Small_Error_percent,Medium_Error_percent,Large_Error_percent
N-BEATS_Multivariate_ARL,2025-09-25 08:13:44,30,17152.7421875,416945344.0,20419.239554890384,30331.8,11764.608,24.309390783309937,29.084855318069458,-26.16591453552246,-2.0388543605804443,-0.05218560245461871,62.06896551724138,63783.332,47093.84,-16689.492,1913500.0,1412815.2,13.333333333333334,20.0,66.66666666666666
