ยานพาหนะ/ท่า,วันที่,ปริมาณ
รถไฟฟ้าสายสีแดง,2022-12-31,13597.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-01,215056.0
รถไฟฟ้าสายสีม่วง,2023-01-01,19103.0
รถไฟฟ้า ARL,2023-01-01,36872.0
รถไฟฟ้า BTS,2023-01-01,467933.0
รถไฟฟ้าสายสีแดง,2023-01-01,11938.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-02,181551.0
รถไฟฟ้าสายสีม่วง,2023-01-02,19002.0
รถไฟฟ้า ARL,2023-01-02,37381.0
รถไฟฟ้า BTS,2023-01-02,423242.0
รถไฟฟ้าสายสีแดง,2023-01-02,11465.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-03,292528.0
รถไฟฟ้าสายสีม่วง,2023-01-03,38616.0
รถไฟฟ้า ARL,2023-01-03,52188.0
รถไฟฟ้า BTS,2023-01-03,643685.0
รถไฟฟ้าสายสีแดง,2023-01-03,17209.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-04,344269.0
รถไฟฟ้าสายสีม่วง,2023-01-04,43858.0
รถไฟฟ้า ARL,2023-01-04,59374.0
รถไฟฟ้า BTS,2023-01-04,715522.0
รถไฟฟ้าสายสีแดง,2023-01-04,19072.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-05,343930.0
รถไฟฟ้าสายสีม่วง,2023-01-05,43670.0
รถไฟฟ้า ARL,2023-01-05,61317.0
รถไฟฟ้า BTS,2023-01-05,737735.0
รถไฟฟ้าสายสีแดง,2023-01-05,18834.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-06,365079.0
รถไฟฟ้าสายสีม่วง,2023-01-06,46811.0
รถไฟฟ้า ARL,2023-01-06,63042.0
รถไฟฟ้า BTS,2023-01-06,791295.0
รถไฟฟ้าสายสีแดง,2023-01-06,21114.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-07,252029.0
รถไฟฟ้าสายสีม่วง,2023-01-07,28726.0
รถไฟฟ้า ARL,2023-01-07,63009.0
รถไฟฟ้า BTS,2023-01-07,621696.0
รถไฟฟ้าสายสีแดง,2023-01-07,14566.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-08,205523.0
รถไฟฟ้าสายสีม่วง,2023-01-08,24319.0
รถไฟฟ้า ARL,2023-01-08,47510.0
รถไฟฟ้า BTS,2023-01-08,532827.0
รถไฟฟ้าสายสีแดง,2023-01-08,13212.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-09,360389.0
รถไฟฟ้าสายสีม่วง,2023-01-09,47542.0
รถไฟฟ้า ARL,2023-01-09,68034.0
รถไฟฟ้า BTS,2023-01-09,769104.0
รถไฟฟ้าสายสีแดง,2023-01-09,21384.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-10,403825.0
รถไฟฟ้าสายสีม่วง,2023-01-10,48204.0
รถไฟฟ้า ARL,2023-01-10,66094.0
รถไฟฟ้า BTS,2023-01-10,793321.0
รถไฟฟ้าสายสีแดง,2023-01-10,20873.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-11,413118.0
รถไฟฟ้าสายสีม่วง,2023-01-11,47521.0
รถไฟฟ้า ARL,2023-01-11,64810.0
รถไฟฟ้า BTS,2023-01-11,793566.0
รถไฟฟ้าสายสีแดง,2023-01-11,20058.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-12,401601.0
รถไฟฟ้าสายสีม่วง,2023-01-12,47622.0
รถไฟฟ้า ARL,2023-01-12,66086.0
รถไฟฟ้า BTS,2023-01-12,774743.0
รถไฟฟ้าสายสีแดง,2023-01-12,20010.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-13,404945.0
รถไฟฟ้าสายสีม่วง,2023-01-13,49266.0
รถไฟฟ้า ARL,2023-01-13,66733.0
รถไฟฟ้า BTS,2023-01-13,812292.0
รถไฟฟ้าสายสีแดง,2023-01-13,21852.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-14,285609.0
รถไฟฟ้าสายสีม่วง,2023-01-14,30654.0
รถไฟฟ้า ARL,2023-01-14,50637.0
รถไฟฟ้า BTS,2023-01-14,623094.0
รถไฟฟ้าสายสีแดง,2023-01-14,14326.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-15,224842.0
รถไฟฟ้าสายสีม่วง,2023-01-15,24346.0
รถไฟฟ้า ARL,2023-01-15,43616.0
รถไฟฟ้า BTS,2023-01-15,487426.0
รถไฟฟ้าสายสีแดง,2023-01-15,12414.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-16,396551.0
รถไฟฟ้าสายสีม่วง,2023-01-16,47382.0
รถไฟฟ้า ARL,2023-01-16,63046.0
รถไฟฟ้า BTS,2023-01-16,703803.0
รถไฟฟ้าสายสีแดง,2023-01-16,19822.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-17,384704.0
รถไฟฟ้าสายสีม่วง,2023-01-17,46430.0
รถไฟฟ้า ARL,2023-01-17,64421.0
รถไฟฟ้า BTS,2023-01-17,770312.0
รถไฟฟ้าสายสีแดง,2023-01-17,20064.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-18,406156.0
รถไฟฟ้าสายสีม่วง,2023-01-18,47777.0
รถไฟฟ้า ARL,2023-01-18,66482.0
รถไฟฟ้า BTS,2023-01-18,783393.0
รถไฟฟ้าสายสีแดง,2023-01-18,19936.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-19,407221.0
รถไฟฟ้าสายสีม่วง,2023-01-19,47553.0
รถไฟฟ้า ARL,2023-01-19,65140.0
รถไฟฟ้า BTS,2023-01-19,775466.0
รถไฟฟ้าสายสีแดง,2023-01-19,20880.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-20,425799.0
รถไฟฟ้าสายสีม่วง,2023-01-20,48765.0
รถไฟฟ้า ARL,2023-01-20,69557.0
รถไฟฟ้า BTS,2023-01-20,814765.0
รถไฟฟ้าสายสีแดง,2023-01-20,23157.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-21,300961.0
รถไฟฟ้าสายสีม่วง,2023-01-21,29742.0
รถไฟฟ้า ARL,2023-01-21,46496.0
รถไฟฟ้า BTS,2023-01-21,576721.0
รถไฟฟ้าสายสีแดง,2023-01-21,12987.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-22,261632.0
รถไฟฟ้าสายสีม่วง,2023-01-22,23621.0
รถไฟฟ้า ARL,2023-01-22,43254.0
รถไฟฟ้า BTS,2023-01-22,502759.0
รถไฟฟ้าสายสีแดง,2023-01-22,13561.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-23,390014.0
รถไฟฟ้าสายสีม่วง,2023-01-23,46993.0
รถไฟฟ้า ARL,2023-01-23,64971.0
รถไฟฟ้า BTS,2023-01-23,767377.0
รถไฟฟ้าสายสีแดง,2023-01-23,21243.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-24,410523.0
รถไฟฟ้าสายสีม่วง,2023-01-24,48304.0
รถไฟฟ้า ARL,2023-01-24,65481.0
รถไฟฟ้า BTS,2023-01-24,797937.0
รถไฟฟ้าสายสีแดง,2023-01-24,20836.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-25,417370.0
รถไฟฟ้าสายสีม่วง,2023-01-25,47296.0
รถไฟฟ้า ARL,2023-01-25,65543.0
รถไฟฟ้า BTS,2023-01-25,819371.0
รถไฟฟ้าสายสีแดง,2023-01-25,21443.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-26,424927.0
รถไฟฟ้าสายสีม่วง,2023-01-26,48027.0
รถไฟฟ้า ARL,2023-01-26,67315.0
รถไฟฟ้า BTS,2023-01-26,814157.0
รถไฟฟ้าสายสีแดง,2023-01-26,21263.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-27,433185.0
รถไฟฟ้าสายสีม่วง,2023-01-27,48611.0
รถไฟฟ้า ARL,2023-01-27,70419.0
รถไฟฟ้า BTS,2023-01-27,866571.0
รถไฟฟ้าสายสีแดง,2023-01-27,23969.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-28,277090.0
รถไฟฟ้าสายสีม่วง,2023-01-28,27704.0
รถไฟฟ้า ARL,2023-01-28,49721.0
รถไฟฟ้า BTS,2023-01-28,634625.0
รถไฟฟ้าสายสีแดง,2023-01-28,15222.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-29,223700.0
รถไฟฟ้าสายสีม่วง,2023-01-29,22165.0
รถไฟฟ้า ARL,2023-01-29,44319.0
รถไฟฟ้า BTS,2023-01-29,515850.0
รถไฟฟ้าสายสีแดง,2023-01-29,13513.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-30,410697.0
รถไฟฟ้าสายสีม่วง,2023-01-30,45008.0
รถไฟฟ้า ARL,2023-01-30,65326.0
รถไฟฟ้า BTS,2023-01-30,770149.0
รถไฟฟ้าสายสีแดง,2023-01-30,21156.0
รถไฟฟ้าสายสีน้ำเงิน,2023-01-31,410475.0
รถไฟฟ้าสายสีม่วง,2023-01-31,47930.0
รถไฟฟ้า ARL,2023-01-31,66569.0
รถไฟฟ้า BTS,2023-01-31,808960.0
รถไฟฟ้าสายสีแดง,2023-01-31,21051.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-01,417197.0
รถไฟฟ้าสายสีม่วง,2023-02-01,49173.0
รถไฟฟ้า ARL,2023-02-01,66726.0
รถไฟฟ้า BTS,2023-02-01,804327.0
รถไฟฟ้าสายสีแดง,2023-02-01,21154.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-02,410992.0
รถไฟฟ้าสายสีม่วง,2023-02-02,48016.0
รถไฟฟ้า ARL,2023-02-02,63178.0
รถไฟฟ้า BTS,2023-02-02,791707.0
รถไฟฟ้าสายสีแดง,2023-02-02,20753.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-03,428565.0
รถไฟฟ้าสายสีม่วง,2023-02-03,49792.0
รถไฟฟ้า ARL,2023-02-03,68952.0
รถไฟฟ้า BTS,2023-02-03,865044.0
รถไฟฟ้าสายสีแดง,2023-02-03,25144.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-04,297144.0
รถไฟฟ้าสายสีม่วง,2023-02-04,31426.0
รถไฟฟ้า ARL,2023-02-04,51206.0
รถไฟฟ้า BTS,2023-02-04,699811.0
รถไฟฟ้าสายสีแดง,2023-02-04,17693.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-05,243167.0
รถไฟฟ้าสายสีม่วง,2023-02-05,24938.0
รถไฟฟ้า ARL,2023-02-05,46438.0
รถไฟฟ้า BTS,2023-02-05,583314.0
รถไฟฟ้าสายสีแดง,2023-02-05,17411.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-06,407055.0
รถไฟฟ้าสายสีม่วง,2023-02-06,47686.0
รถไฟฟ้า ARL,2023-02-06,66331.0
รถไฟฟ้า BTS,2023-02-06,802796.0
รถไฟฟ้าสายสีแดง,2023-02-06,22985.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-07,413321.0
รถไฟฟ้าสายสีม่วง,2023-02-07,49103.0
รถไฟฟ้า ARL,2023-02-07,66924.0
รถไฟฟ้า BTS,2023-02-07,836891.0
รถไฟฟ้าสายสีแดง,2023-02-07,23423.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-08,417617.0
รถไฟฟ้าสายสีม่วง,2023-02-08,49048.0
รถไฟฟ้า ARL,2023-02-08,67122.0
รถไฟฟ้า BTS,2023-02-08,844793.0
รถไฟฟ้าสายสีแดง,2023-02-08,23776.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-09,409757.0
รถไฟฟ้าสายสีม่วง,2023-02-09,48077.0
รถไฟฟ้า ARL,2023-02-09,63690.0
รถไฟฟ้า BTS,2023-02-09,838685.0
รถไฟฟ้าสายสีแดง,2023-02-09,24108.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-10,429825.0
รถไฟฟ้าสายสีม่วง,2023-02-10,49231.0
รถไฟฟ้า ARL,2023-02-10,72737.0
รถไฟฟ้า BTS,2023-02-10,922749.0
รถไฟฟ้าสายสีแดง,2023-02-10,28862.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-11,303007.0
รถไฟฟ้าสายสีม่วง,2023-02-11,29591.0
รถไฟฟ้า ARL,2023-02-11,52493.0
รถไฟฟ้า BTS,2023-02-11,710809.0
รถไฟฟ้าสายสีแดง,2023-02-11,21355.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-12,244452.0
รถไฟฟ้าสายสีม่วง,2023-02-12,23749.0
รถไฟฟ้า ARL,2023-02-12,44898.0
รถไฟฟ้า BTS,2023-02-12,512525.0
รถไฟฟ้าสายสีแดง,2023-02-12,14403.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-13,397749.0
รถไฟฟ้าสายสีม่วง,2023-02-13,47367.0
รถไฟฟ้า ARL,2023-02-13,66280.0
รถไฟฟ้า BTS,2023-02-13,782361.0
รถไฟฟ้าสายสีแดง,2023-02-13,21623.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-14,414073.0
รถไฟฟ้าสายสีม่วง,2023-02-14,49044.0
รถไฟฟ้า ARL,2023-02-14,68702.0
รถไฟฟ้า BTS,2023-02-14,871828.0
รถไฟฟ้าสายสีแดง,2023-02-14,22518.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-15,417379.0
รถไฟฟ้าสายสีม่วง,2023-02-15,48441.0
รถไฟฟ้า ARL,2023-02-15,64310.0
รถไฟฟ้า BTS,2023-02-15,771505.0
รถไฟฟ้าสายสีแดง,2023-02-15,21026.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-16,401270.0
รถไฟฟ้าสายสีม่วง,2023-02-16,47320.0
รถไฟฟ้า ARL,2023-02-16,67170.0
รถไฟฟ้า BTS,2023-02-16,792629.0
รถไฟฟ้าสายสีแดง,2023-02-16,21682.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-17,442384.0
รถไฟฟ้าสายสีม่วง,2023-02-17,49800.0
รถไฟฟ้า ARL,2023-02-17,72002.0
รถไฟฟ้า BTS,2023-02-17,835319.0
รถไฟฟ้าสายสีแดง,2023-02-17,23851.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-18,301463.0
รถไฟฟ้าสายสีม่วง,2023-02-18,31116.0
รถไฟฟ้า ARL,2023-02-18,49937.0
รถไฟฟ้า BTS,2023-02-18,599805.0
รถไฟฟ้าสายสีแดง,2023-02-18,14904.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-19,245618.0
รถไฟฟ้าสายสีม่วง,2023-02-19,24691.0
รถไฟฟ้า ARL,2023-02-19,43792.0
รถไฟฟ้า BTS,2023-02-19,497144.0
รถไฟฟ้าสายสีแดง,2023-02-19,13633.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-20,397843.0
รถไฟฟ้าสายสีม่วง,2023-02-20,47061.0
รถไฟฟ้า ARL,2023-02-20,66738.0
รถไฟฟ้า BTS,2023-02-20,755080.0
รถไฟฟ้าสายสีแดง,2023-02-20,21884.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-21,414071.0
รถไฟฟ้าสายสีม่วง,2023-02-21,48913.0
รถไฟฟ้า ARL,2023-02-21,65619.0
รถไฟฟ้า BTS,2023-02-21,781681.0
รถไฟฟ้าสายสีแดง,2023-02-21,21589.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-22,417379.0
รถไฟฟ้าสายสีม่วง,2023-02-22,48408.0
รถไฟฟ้า ARL,2023-02-22,66125.0
รถไฟฟ้า BTS,2023-02-22,788089.0
รถไฟฟ้าสายสีแดง,2023-02-22,21227.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-23,412705.0
รถไฟฟ้าสายสีม่วง,2023-02-23,47826.0
รถไฟฟ้า ARL,2023-02-23,67360.0
รถไฟฟ้า BTS,2023-02-23,786104.0
รถไฟฟ้าสายสีแดง,2023-02-23,21693.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-24,434558.0
รถไฟฟ้าสายสีม่วง,2023-02-24,49319.0
รถไฟฟ้า ARL,2023-02-24,68478.0
รถไฟฟ้า BTS,2023-02-24,821287.0
รถไฟฟ้าสายสีแดง,2023-02-24,23572.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-25,298239.0
รถไฟฟ้าสายสีม่วง,2023-02-25,30815.0
รถไฟฟ้า ARL,2023-02-25,50033.0
รถไฟฟ้า BTS,2023-02-25,571499.0
รถไฟฟ้าสายสีแดง,2023-02-25,15040.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-26,240923.0
รถไฟฟ้าสายสีม่วง,2023-02-26,24451.0
รถไฟฟ้า ARL,2023-02-26,50033.0
รถไฟฟ้า BTS,2023-02-26,490415.0
รถไฟฟ้าสายสีแดง,2023-02-26,13318.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-27,373470.0
รถไฟฟ้าสายสีม่วง,2023-02-27,46631.0
รถไฟฟ้า ARL,2023-02-27,66114.0
รถไฟฟ้า BTS,2023-02-27,761094.0
รถไฟฟ้าสายสีแดง,2023-02-27,21435.0
รถไฟฟ้าสายสีน้ำเงิน,2023-02-28,398539.0
รถไฟฟ้าสายสีม่วง,2023-02-28,45954.0
รถไฟฟ้า ARL,2023-02-28,66018.0
รถไฟฟ้า BTS,2023-02-28,797267.0
รถไฟฟ้าสายสีแดง,2023-02-28,21432.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-01,407171.0
รถไฟฟ้าสายสีม่วง,2023-03-01,47744.0
รถไฟฟ้า ARL,2023-03-01,66035.0
รถไฟฟ้า BTS,2023-03-01,796746.0
รถไฟฟ้าสายสีแดง,2023-03-01,21556.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-02,407368.0
รถไฟฟ้าสายสีม่วง,2023-03-02,47323.0
รถไฟฟ้า ARL,2023-03-02,65816.0
รถไฟฟ้า BTS,2023-03-02,790751.0
รถไฟฟ้าสายสีแดง,2023-03-02,21407.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-03,431376.0
รถไฟฟ้าสายสีม่วง,2023-03-03,48745.0
รถไฟฟ้า ARL,2023-03-03,70084.0
รถไฟฟ้า BTS,2023-03-03,833363.0
รถไฟฟ้าสายสีแดง,2023-03-03,24488.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-04,302105.0
รถไฟฟ้าสายสีม่วง,2023-03-04,30707.0
รถไฟฟ้า ARL,2023-03-04,46737.0
รถไฟฟ้า BTS,2023-03-04,582809.0
รถไฟฟ้าสายสีแดง,2023-03-04,15866.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-05,247233.0
รถไฟฟ้าสายสีม่วง,2023-03-05,24342.0
รถไฟฟ้า ARL,2023-03-05,43662.0
รถไฟฟ้า BTS,2023-03-05,517571.0
รถไฟฟ้าสายสีแดง,2023-03-05,14729.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-06,214251.0
รถไฟฟ้าสายสีม่วง,2023-03-06,22881.0
รถไฟฟ้า ARL,2023-03-06,42089.0
รถไฟฟ้า BTS,2023-03-06,448099.0
รถไฟฟ้าสายสีแดง,2023-03-06,13530.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-07,388494.0
รถไฟฟ้าสายสีม่วง,2023-03-07,46022.0
รถไฟฟ้า ARL,2023-03-07,66364.0
รถไฟฟ้า BTS,2023-03-07,767835.0
รถไฟฟ้าสายสีแดง,2023-03-07,22572.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-08,398617.0
รถไฟฟ้าสายสีม่วง,2023-03-08,47543.0
รถไฟฟ้า ARL,2023-03-08,65561.0
รถไฟฟ้า BTS,2023-03-08,767180.0
รถไฟฟ้าสายสีแดง,2023-03-08,21924.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-09,388735.0
รถไฟฟ้าสายสีม่วง,2023-03-09,45998.0
รถไฟฟ้า ARL,2023-03-09,64816.0
รถไฟฟ้า BTS,2023-03-09,769740.0
รถไฟฟ้าสายสีแดง,2023-03-09,21659.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-10,398123.0
รถไฟฟ้าสายสีม่วง,2023-03-10,46539.0
รถไฟฟ้า ARL,2023-03-10,67604.0
รถไฟฟ้า BTS,2023-03-10,806891.0
รถไฟฟ้าสายสีแดง,2023-03-10,23681.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-11,270653.0
รถไฟฟ้าสายสีม่วง,2023-03-11,27045.0
รถไฟฟ้า ARL,2023-03-11,55724.0
รถไฟฟ้า BTS,2023-03-11,587902.0
รถไฟฟ้าสายสีแดง,2023-03-11,15233.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-12,217163.0
รถไฟฟ้าสายสีม่วง,2023-03-12,21113.0
รถไฟฟ้า ARL,2023-03-12,45509.0
รถไฟฟ้า BTS,2023-03-12,502995.0
รถไฟฟ้าสายสีแดง,2023-03-12,14019.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-13,384789.0
รถไฟฟ้าสายสีม่วง,2023-03-13,45969.0
รถไฟฟ้า ARL,2023-03-13,64428.0
รถไฟฟ้า BTS,2023-03-13,733998.0
รถไฟฟ้าสายสีแดง,2023-03-13,21538.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-14,386529.0
รถไฟฟ้าสายสีม่วง,2023-03-14,44423.0
รถไฟฟ้า ARL,2023-03-14,63713.0
รถไฟฟ้า BTS,2023-03-14,753082.0
รถไฟฟ้าสายสีแดง,2023-03-14,21190.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-15,386499.0
รถไฟฟ้าสายสีม่วง,2023-03-15,44781.0
รถไฟฟ้า ARL,2023-03-15,64865.0
รถไฟฟ้า BTS,2023-03-15,763697.0
รถไฟฟ้าสายสีแดง,2023-03-15,20823.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-16,381137.0
รถไฟฟ้าสายสีม่วง,2023-03-16,45002.0
รถไฟฟ้า ARL,2023-03-16,64574.0
รถไฟฟ้า BTS,2023-03-16,751102.0
รถไฟฟ้าสายสีแดง,2023-03-16,20747.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-17,389452.0
รถไฟฟ้าสายสีม่วง,2023-03-17,45304.0
รถไฟฟ้า ARL,2023-03-17,68509.0
รถไฟฟ้า BTS,2023-03-17,787422.0
รถไฟฟ้าสายสีแดง,2023-03-17,22850.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-18,268799.0
รถไฟฟ้าสายสีม่วง,2023-03-18,27278.0
รถไฟฟ้า ARL,2023-03-18,50173.0
รถไฟฟ้า BTS,2023-03-18,581143.0
รถไฟฟ้าสายสีแดง,2023-03-18,14627.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-19,215678.0
รถไฟฟ้าสายสีม่วง,2023-03-19,21341.0
รถไฟฟ้า ARL,2023-03-19,46108.0
รถไฟฟ้า BTS,2023-03-19,496543.0
รถไฟฟ้าสายสีแดง,2023-03-19,13407.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-20,366004.0
รถไฟฟ้าสายสีม่วง,2023-03-20,45231.0
รถไฟฟ้า ARL,2023-03-20,65729.0
รถไฟฟ้า BTS,2023-03-20,718368.0
รถไฟฟ้าสายสีแดง,2023-03-20,20750.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-21,381699.0
รถไฟฟ้าสายสีม่วง,2023-03-21,44115.0
รถไฟฟ้า ARL,2023-03-21,64912.0
รถไฟฟ้า BTS,2023-03-21,752238.0
รถไฟฟ้าสายสีแดง,2023-03-21,20474.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-22,386820.0
รถไฟฟ้าสายสีม่วง,2023-03-22,44001.0
รถไฟฟ้า ARL,2023-03-22,64781.0
รถไฟฟ้า BTS,2023-03-22,753399.0
รถไฟฟ้าสายสีแดง,2023-03-22,20569.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-23,382388.0
รถไฟฟ้าสายสีม่วง,2023-03-23,44272.0
รถไฟฟ้า ARL,2023-03-23,64648.0
รถไฟฟ้า BTS,2023-03-23,745906.0
รถไฟฟ้าสายสีแดง,2023-03-23,20593.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-24,385318.0
รถไฟฟ้าสายสีม่วง,2023-03-24,42893.0
รถไฟฟ้า ARL,2023-03-24,67666.0
รถไฟฟ้า BTS,2023-03-24,804264.0
รถไฟฟ้าสายสีแดง,2023-03-24,22555.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-25,265946.0
รถไฟฟ้าสายสีม่วง,2023-03-25,27021.0
รถไฟฟ้า ARL,2023-03-25,50625.0
รถไฟฟ้า BTS,2023-03-25,601539.0
รถไฟฟ้าสายสีแดง,2023-03-25,15837.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-26,213389.0
รถไฟฟ้าสายสีม่วง,2023-03-26,21419.0
รถไฟฟ้า ARL,2023-03-26,43707.0
รถไฟฟ้า BTS,2023-03-26,501567.0
รถไฟฟ้าสายสีแดง,2023-03-26,14558.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-27,370337.0
รถไฟฟ้าสายสีม่วง,2023-03-27,44028.0
รถไฟฟ้า ARL,2023-03-27,63787.0
รถไฟฟ้า BTS,2023-03-27,726185.0
รถไฟฟ้าสายสีแดง,2023-03-27,20970.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-28,386351.0
รถไฟฟ้าสายสีม่วง,2023-03-28,43680.0
รถไฟฟ้า ARL,2023-03-28,66397.0
รถไฟฟ้า BTS,2023-03-28,755065.0
รถไฟฟ้าสายสีแดง,2023-03-28,21035.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-29,393078.0
รถไฟฟ้าสายสีม่วง,2023-03-29,44416.0
รถไฟฟ้า ARL,2023-03-29,65127.0
รถไฟฟ้า BTS,2023-03-29,763819.0
รถไฟฟ้าสายสีแดง,2023-03-29,21117.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-30,398385.0
รถไฟฟ้าสายสีม่วง,2023-03-30,43918.0
รถไฟฟ้า ARL,2023-03-30,66428.0
รถไฟฟ้า BTS,2023-03-30,774703.0
รถไฟฟ้าสายสีแดง,2023-03-30,22120.0
รถไฟฟ้าสายสีน้ำเงิน,2023-03-31,435516.0
รถไฟฟ้าสายสีม่วง,2023-03-31,46267.0
รถไฟฟ้า ARL,2023-03-31,71102.0
รถไฟฟ้า BTS,2023-03-31,856712.0
รถไฟฟ้าสายสีแดง,2023-03-31,25069.0
รถไฟฟ้าสายสีน้ำเงิน,2023-04-01,313002.0
รถไฟฟ้าสายสีม่วง,2023-04-01,27962.0
รถไฟฟ้า ARL,2023-04-01,56979.0
รถไฟฟ้า BTS,2023-04-01,682498.0
รถไฟฟ้าสายสีแดง,2023-04-01,18480.0
รถไฟฟ้าสายสีน้ำเงิน,2023-04-02,253094.0
รถไฟฟ้าสายสีม่วง,2023-04-02,21875.0
รถไฟฟ้า ARL,2023-04-02,50760.0
รถไฟฟ้า BTS,2023-04-02,568885.0
รถไฟฟ้าสายสีแดง,2023-04-02,16231.0
รถไฟฟ้าสายสีน้ำเงิน,2023-04-03,384149.0
รถไฟฟ้าสายสีม่วง,2023-04-03,44293.0
รถไฟฟ้า ARL,2023-04-03,68208.0
รถไฟฟ้า BTS,2023-04-03,769259.0
รถไฟฟ้าสายสีแดง,2023-04-03,24396.0
รถไฟฟ้าสายสีน้ำเงิน,2023-04-04,436567.0
รถไฟฟ้าสายสีม่วง,2023-04-04,47494.0
รถไฟฟ้า ARL,2023-04-04,66404.0
รถไฟฟ้า BTS,2023-04-04,774744.0
รถไฟฟ้าสายสีแดง,2023-04-04,22739.0
