ยานพาหนะ/ท่า,วันที่,ปริมาณ
รถไฟฟ้า BTS,2022-03-20,272095.0
รถไฟฟ้าสายสีแดง,2022-03-20,7144.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-21,180807.0
รถไฟฟ้าสายสีม่วง,2022-03-21,26685.0
รถไฟฟ้า ARL,2022-03-21,33684.0
รถไฟฟ้า BTS,2022-03-21,414072.0
รถไฟฟ้าสายสีแดง,2022-03-21,8588.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-22,189364.0
รถไฟฟ้าสายสีม่วง,2022-03-22,25938.0
รถไฟฟ้า ARL,2022-03-22,32864.0
รถไฟฟ้า BTS,2022-03-22,407980.0
รถไฟฟ้าสายสีแดง,2022-03-22,8277.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-23,187687.0
รถไฟฟ้าสายสีม่วง,2022-03-23,26106.0
รถไฟฟ้า ARL,2022-03-23,32428.0
รถไฟฟ้า BTS,2022-03-23,412422.0
รถไฟฟ้าสายสีแดง,2022-03-23,8431.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-24,187475.0
รถไฟฟ้าสายสีม่วง,2022-03-24,25850.0
รถไฟฟ้า ARL,2022-03-24,32606.0
รถไฟฟ้า BTS,2022-03-24,408371.0
รถไฟฟ้าสายสีแดง,2022-03-24,8564.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-25,194174.0
รถไฟฟ้าสายสีม่วง,2022-03-25,26904.0
รถไฟฟ้า ARL,2022-03-25,35817.0
รถไฟฟ้า BTS,2022-03-25,441238.0
รถไฟฟ้าสายสีแดง,2022-03-25,10038.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-26,151255.0
รถไฟฟ้าสายสีม่วง,2022-03-26,19117.0
รถไฟฟ้า ARL,2022-03-26,28153.0
รถไฟฟ้า BTS,2022-03-26,346185.0
รถไฟฟ้าสายสีแดง,2022-03-26,9810.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-27,122989.0
รถไฟฟ้าสายสีม่วง,2022-03-27,15583.0
รถไฟฟ้า ARL,2022-03-27,24471.0
รถไฟฟ้า BTS,2022-03-27,285033.0
รถไฟฟ้าสายสีแดง,2022-03-27,11405.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-28,226594.0
รถไฟฟ้าสายสีม่วง,2022-03-28,31485.0
รถไฟฟ้า ARL,2022-03-28,34150.0
รถไฟฟ้า BTS,2022-03-28,414597.0
รถไฟฟ้าสายสีแดง,2022-03-28,10827.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-29,199846.0
รถไฟฟ้าสายสีม่วง,2022-03-29,27128.0
รถไฟฟ้า ARL,2022-03-29,34188.0
รถไฟฟ้า BTS,2022-03-29,416666.0
รถไฟฟ้าสายสีแดง,2022-03-29,10412.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-30,201116.0
รถไฟฟ้าสายสีม่วง,2022-03-30,27469.0
รถไฟฟ้า ARL,2022-03-30,34479.0
รถไฟฟ้า BTS,2022-03-30,422556.0
รถไฟฟ้าสายสีแดง,2022-03-30,10672.0
รถไฟฟ้าสายสีน้ำเงิน,2022-03-31,202813.0
รถไฟฟ้าสายสีม่วง,2022-03-31,26610.0
รถไฟฟ้า ARL,2022-03-31,35919.0
รถไฟฟ้า BTS,2022-03-31,447047.0
รถไฟฟ้าสายสีแดง,2022-03-31,10739.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-01,224173.0
รถไฟฟ้าสายสีม่วง,2022-04-01,29645.0
รถไฟฟ้า ARL,2022-04-01,37710.0
รถไฟฟ้า BTS,2022-04-01,469894.0
รถไฟฟ้าสายสีแดง,2022-04-01,11845.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-02,165340.0
รถไฟฟ้าสายสีม่วง,2022-04-02,20473.0
รถไฟฟ้า ARL,2022-04-02,28065.0
รถไฟฟ้า BTS,2022-04-02,353743.0
รถไฟฟ้าสายสีแดง,2022-04-02,11208.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-03,133166.0
รถไฟฟ้าสายสีม่วง,2022-04-03,16501.0
รถไฟฟ้า ARL,2022-04-03,24402.0
รถไฟฟ้า BTS,2022-04-03,297764.0
รถไฟฟ้าสายสีแดง,2022-04-03,10129.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-04,217873.0
รถไฟฟ้าสายสีม่วง,2022-04-04,27809.0
รถไฟฟ้า ARL,2022-04-04,35767.0
รถไฟฟ้า BTS,2022-04-04,430494.0
รถไฟฟ้าสายสีแดง,2022-04-04,11241.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-05,211124.0
รถไฟฟ้าสายสีม่วง,2022-04-05,27995.0
รถไฟฟ้า ARL,2022-04-05,36022.0
รถไฟฟ้า BTS,2022-04-05,440103.0
รถไฟฟ้าสายสีแดง,2022-04-05,11353.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-06,137039.0
รถไฟฟ้าสายสีม่วง,2022-04-06,15396.0
รถไฟฟ้า ARL,2022-04-06,25193.0
รถไฟฟ้า BTS,2022-04-06,301164.0
รถไฟฟ้าสายสีแดง,2022-04-06,10532.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-07,211474.0
รถไฟฟ้าสายสีม่วง,2022-04-07,28428.0
รถไฟฟ้า ARL,2022-04-07,35204.0
รถไฟฟ้า BTS,2022-04-07,422571.0
รถไฟฟ้าสายสีแดง,2022-04-07,8192.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-08,200012.0
รถไฟฟ้าสายสีม่วง,2022-04-08,27068.0
รถไฟฟ้า ARL,2022-04-08,36841.0
รถไฟฟ้า BTS,2022-04-08,443157.0
รถไฟฟ้าสายสีแดง,2022-04-08,8653.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-09,147522.0
รถไฟฟ้าสายสีม่วง,2022-04-09,18695.0
รถไฟฟ้า ARL,2022-04-09,25603.0
รถไฟฟ้า BTS,2022-04-09,316051.0
รถไฟฟ้าสายสีแดง,2022-04-09,6412.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-10,118815.0
รถไฟฟ้าสายสีม่วง,2022-04-10,15068.0
รถไฟฟ้า ARL,2022-04-10,21796.0
รถไฟฟ้า BTS,2022-04-10,261722.0
รถไฟฟ้าสายสีแดง,2022-04-10,5521.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-11,172987.0
รถไฟฟ้าสายสีม่วง,2022-04-11,23848.0
รถไฟฟ้า ARL,2022-04-11,31657.0
รถไฟฟ้า BTS,2022-04-11,377538.0
รถไฟฟ้าสายสีแดง,2022-04-11,7487.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-12,166770.0
รถไฟฟ้าสายสีม่วง,2022-04-12,22672.0
รถไฟฟ้า ARL,2022-04-12,30086.0
รถไฟฟ้า BTS,2022-04-12,361886.0
รถไฟฟ้าสายสีแดง,2022-04-12,7445.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-13,84700.0
รถไฟฟ้าสายสีม่วง,2022-04-13,10979.0
รถไฟฟ้า ARL,2022-04-13,19658.0
รถไฟฟ้า BTS,2022-04-13,233933.0
รถไฟฟ้าสายสีแดง,2022-04-13,4687.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-14,80463.0
รถไฟฟ้าสายสีม่วง,2022-04-14,10021.0
รถไฟฟ้า ARL,2022-04-14,18060.0
รถไฟฟ้า BTS,2022-04-14,223002.0
รถไฟฟ้าสายสีแดง,2022-04-14,4834.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-15,82444.0
รถไฟฟ้าสายสีม่วง,2022-04-15,10318.0
รถไฟฟ้า ARL,2022-04-15,18717.0
รถไฟฟ้า BTS,2022-04-15,231121.0
รถไฟฟ้าสายสีแดง,2022-04-15,5382.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-16,93039.0
รถไฟฟ้าสายสีม่วง,2022-04-16,12449.0
รถไฟฟ้า ARL,2022-04-16,19985.0
รถไฟฟ้า BTS,2022-04-16,241565.0
รถไฟฟ้าสายสีแดง,2022-04-16,5228.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-17,90430.0
รถไฟฟ้าสายสีม่วง,2022-04-17,12626.0
รถไฟฟ้า ARL,2022-04-17,21808.0
รถไฟฟ้า BTS,2022-04-17,235162.0
รถไฟฟ้าสายสีแดง,2022-04-17,6054.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-18,175548.0
รถไฟฟ้าสายสีม่วง,2022-04-18,27417.0
รถไฟฟ้า ARL,2022-04-18,33877.0
รถไฟฟ้า BTS,2022-04-18,398769.0
รถไฟฟ้าสายสีแดง,2022-04-18,9234.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-19,187574.0
รถไฟฟ้าสายสีม่วง,2022-04-19,26181.0
รถไฟฟ้า ARL,2022-04-19,34078.0
รถไฟฟ้า BTS,2022-04-19,408005.0
รถไฟฟ้าสายสีแดง,2022-04-19,9099.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-20,191361.0
รถไฟฟ้าสายสีม่วง,2022-04-20,25874.0
รถไฟฟ้า ARL,2022-04-20,34073.0
รถไฟฟ้า BTS,2022-04-20,418396.0
รถไฟฟ้าสายสีแดง,2022-04-20,9380.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-21,192891.0
รถไฟฟ้าสายสีม่วง,2022-04-21,26418.0
รถไฟฟ้า ARL,2022-04-21,33875.0
รถไฟฟ้า BTS,2022-04-21,412962.0
รถไฟฟ้าสายสีแดง,2022-04-21,8997.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-22,201145.0
รถไฟฟ้าสายสีม่วง,2022-04-22,27612.0
รถไฟฟ้า ARL,2022-04-22,36010.0
รถไฟฟ้า BTS,2022-04-22,451581.0
รถไฟฟ้าสายสีแดง,2022-04-22,9846.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-23,148357.0
รถไฟฟ้าสายสีม่วง,2022-04-23,19070.0
รถไฟฟ้า ARL,2022-04-23,26706.0
รถไฟฟ้า BTS,2022-04-23,347478.0
รถไฟฟ้าสายสีแดง,2022-04-23,8032.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-24,119490.0
รถไฟฟ้าสายสีม่วง,2022-04-24,15372.0
รถไฟฟ้า ARL,2022-04-24,22610.0
รถไฟฟ้า BTS,2022-04-24,282030.0
รถไฟฟ้าสายสีแดง,2022-04-24,7463.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-25,180545.0
รถไฟฟ้าสายสีม่วง,2022-04-25,25420.0
รถไฟฟ้า ARL,2022-04-25,35416.0
รถไฟฟ้า BTS,2022-04-25,438718.0
รถไฟฟ้าสายสีแดง,2022-04-25,9501.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-26,208405.0
รถไฟฟ้าสายสีม่วง,2022-04-26,28191.0
รถไฟฟ้า ARL,2022-04-26,35465.0
รถไฟฟ้า BTS,2022-04-26,435897.0
รถไฟฟ้าสายสีแดง,2022-04-26,9347.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-27,206319.0
รถไฟฟ้าสายสีม่วง,2022-04-27,27580.0
รถไฟฟ้า ARL,2022-04-27,35917.0
รถไฟฟ้า BTS,2022-04-27,436760.0
รถไฟฟ้าสายสีแดง,2022-04-27,9295.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-28,209156.0
รถไฟฟ้าสายสีม่วง,2022-04-28,27875.0
รถไฟฟ้า ARL,2022-04-28,36296.0
รถไฟฟ้า BTS,2022-04-28,452237.0
รถไฟฟ้าสายสีแดง,2022-04-28,9275.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-29,221984.0
รถไฟฟ้าสายสีม่วง,2022-04-29,29720.0
รถไฟฟ้า ARL,2022-04-29,39835.0
รถไฟฟ้า BTS,2022-04-29,503223.0
รถไฟฟ้าสายสีแดง,2022-04-29,10593.0
รถไฟฟ้าสายสีน้ำเงิน,2022-04-30,163730.0
รถไฟฟ้าสายสีม่วง,2022-04-30,20523.0
รถไฟฟ้า ARL,2022-04-30,28695.0
รถไฟฟ้า BTS,2022-04-30,371592.0
รถไฟฟ้าสายสีแดง,2022-04-30,8712.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-01,131870.0
รถไฟฟ้าสายสีม่วง,2022-05-01,16539.0
รถไฟฟ้า ARL,2022-05-01,25801.0
รถไฟฟ้า BTS,2022-05-01,319368.0
รถไฟฟ้าสายสีแดง,2022-05-01,7861.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-02,116697.0
รถไฟฟ้าสายสีม่วง,2022-05-02,17219.0
รถไฟฟ้า ARL,2022-05-02,26885.0
รถไฟฟ้า BTS,2022-05-02,322100.0
รถไฟฟ้าสายสีแดง,2022-05-02,7751.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-03,209161.0
รถไฟฟ้าสายสีม่วง,2022-05-03,24505.0
รถไฟฟ้า ARL,2022-05-03,37209.0
รถไฟฟ้า BTS,2022-05-03,462212.0
รถไฟฟ้าสายสีแดง,2022-05-03,9924.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-04,147035.0
รถไฟฟ้าสายสีม่วง,2022-05-04,15541.0
รถไฟฟ้า ARL,2022-05-04,27437.0
รถไฟฟ้า BTS,2022-05-04,338748.0
รถไฟฟ้าสายสีแดง,2022-05-04,7208.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-05,211253.0
รถไฟฟ้าสายสีม่วง,2022-05-05,29687.0
รถไฟฟ้า ARL,2022-05-05,39313.0
รถไฟฟ้า BTS,2022-05-05,491727.0
รถไฟฟ้าสายสีแดง,2022-05-05,9682.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-06,242757.0
รถไฟฟ้าสายสีม่วง,2022-05-06,31728.0
รถไฟฟ้า ARL,2022-05-06,41384.0
รถไฟฟ้า BTS,2022-05-06,513295.0
รถไฟฟ้าสายสีแดง,2022-05-06,11210.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-07,168965.0
รถไฟฟ้าสายสีม่วง,2022-05-07,20980.0
รถไฟฟ้า ARL,2022-05-07,29608.0
รถไฟฟ้า BTS,2022-05-07,372146.0
รถไฟฟ้าสายสีแดง,2022-05-07,8377.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-08,136416.0
รถไฟฟ้าสายสีม่วง,2022-05-08,16578.0
รถไฟฟ้า ARL,2022-05-08,27281.0
รถไฟฟ้า BTS,2022-05-08,325207.0
รถไฟฟ้าสายสีแดง,2022-05-08,8885.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-09,227472.0
รถไฟฟ้าสายสีม่วง,2022-05-09,30912.0
รถไฟฟ้า ARL,2022-05-09,40601.0
รถไฟฟ้า BTS,2022-05-09,475975.0
รถไฟฟ้าสายสีแดง,2022-05-09,11255.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-10,229363.0
รถไฟฟ้าสายสีม่วง,2022-05-10,30076.0
รถไฟฟ้า ARL,2022-05-10,40629.0
รถไฟฟ้า BTS,2022-05-10,486349.0
รถไฟฟ้าสายสีแดง,2022-05-10,10844.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-11,238298.0
รถไฟฟ้าสายสีม่วง,2022-05-11,31470.0
รถไฟฟ้า ARL,2022-05-11,40991.0
รถไฟฟ้า BTS,2022-05-11,492504.0
รถไฟฟ้าสายสีแดง,2022-05-11,11133.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-12,225945.0
รถไฟฟ้าสายสีม่วง,2022-05-12,30175.0
รถไฟฟ้า ARL,2022-05-12,42388.0
รถไฟฟ้า BTS,2022-05-12,505675.0
รถไฟฟ้าสายสีแดง,2022-05-12,11937.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-13,220834.0
รถไฟฟ้าสายสีม่วง,2022-05-13,26905.0
รถไฟฟ้า ARL,2022-05-13,39332.0
รถไฟฟ้า BTS,2022-05-13,467964.0
รถไฟฟ้าสายสีแดง,2022-05-13,10025.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-14,157822.0
รถไฟฟ้าสายสีม่วง,2022-05-14,19912.0
รถไฟฟ้า ARL,2022-05-14,30905.0
รถไฟฟ้า BTS,2022-05-14,377179.0
รถไฟฟ้าสายสีแดง,2022-05-14,9345.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-15,133782.0
รถไฟฟ้าสายสีม่วง,2022-05-15,16650.0
รถไฟฟ้า ARL,2022-05-15,26064.0
รถไฟฟ้า BTS,2022-05-15,322158.0
รถไฟฟ้าสายสีแดง,2022-05-15,8820.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-16,117232.0
รถไฟฟ้าสายสีม่วง,2022-05-16,16346.0
รถไฟฟ้า ARL,2022-05-16,26403.0
รถไฟฟ้า BTS,2022-05-16,294457.0
รถไฟฟ้าสายสีแดง,2022-05-16,7747.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-17,227691.0
รถไฟฟ้าสายสีม่วง,2022-05-17,30915.0
รถไฟฟ้า ARL,2022-05-17,44901.0
รถไฟฟ้า BTS,2022-05-17,546160.0
รถไฟฟ้าสายสีแดง,2022-05-17,12735.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-18,238324.0
รถไฟฟ้าสายสีม่วง,2022-05-18,31473.0
รถไฟฟ้า ARL,2022-05-18,44262.0
รถไฟฟ้า BTS,2022-05-18,543911.0
รถไฟฟ้าสายสีแดง,2022-05-18,12506.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-19,259493.0
รถไฟฟ้าสายสีม่วง,2022-05-19,36001.0
รถไฟฟ้า ARL,2022-05-19,45223.0
รถไฟฟ้า BTS,2022-05-19,567884.0
รถไฟฟ้าสายสีแดง,2022-05-19,12190.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-20,288112.0
รถไฟฟ้าสายสีม่วง,2022-05-20,36990.0
รถไฟฟ้า ARL,2022-05-20,47863.0
รถไฟฟ้า BTS,2022-05-20,599471.0
รถไฟฟ้าสายสีแดง,2022-05-20,13283.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-21,200536.0
รถไฟฟ้าสายสีม่วง,2022-05-21,24461.0
รถไฟฟ้า ARL,2022-05-21,32784.0
รถไฟฟ้า BTS,2022-05-21,398910.0
รถไฟฟ้าสายสีแดง,2022-05-21,10120.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-22,161905.0
รถไฟฟ้าสายสีม่วง,2022-05-22,19325.0
รถไฟฟ้า ARL,2022-05-22,29518.0
รถไฟฟ้า BTS,2022-05-22,342541.0
รถไฟฟ้าสายสีแดง,2022-05-22,8914.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-23,259297.0
รถไฟฟ้าสายสีม่วง,2022-05-23,36220.0
รถไฟฟ้า ARL,2022-05-23,43699.0
รถไฟฟ้า BTS,2022-05-23,535229.0
รถไฟฟ้าสายสีแดง,2022-05-23,11293.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-24,257038.0
รถไฟฟ้าสายสีม่วง,2022-05-24,33866.0
รถไฟฟ้า ARL,2022-05-24,43800.0
รถไฟฟ้า BTS,2022-05-24,544225.0
รถไฟฟ้าสายสีแดง,2022-05-24,11542.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-25,263885.0
รถไฟฟ้าสายสีม่วง,2022-05-25,36031.0
รถไฟฟ้า ARL,2022-05-25,45218.0
รถไฟฟ้า BTS,2022-05-25,562672.0
รถไฟฟ้าสายสีแดง,2022-05-25,11598.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-26,271771.0
รถไฟฟ้าสายสีม่วง,2022-05-26,36115.0
รถไฟฟ้า ARL,2022-05-26,45137.0
รถไฟฟ้า BTS,2022-05-26,562082.0
รถไฟฟ้าสายสีแดง,2022-05-26,11861.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-27,282396.0
รถไฟฟ้าสายสีม่วง,2022-05-27,36428.0
รถไฟฟ้า ARL,2022-05-27,50310.0
รถไฟฟ้า BTS,2022-05-27,615689.0
รถไฟฟ้าสายสีแดง,2022-05-27,14120.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-28,168597.0
รถไฟฟ้าสายสีม่วง,2022-05-28,21284.0
รถไฟฟ้า ARL,2022-05-28,37002.0
รถไฟฟ้า BTS,2022-05-28,453305.0
รถไฟฟ้าสายสีแดง,2022-05-28,10519.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-29,142306.0
รถไฟฟ้าสายสีม่วง,2022-05-29,17985.0
รถไฟฟ้า ARL,2022-05-29,33512.0
รถไฟฟ้า BTS,2022-05-29,376718.0
รถไฟฟ้าสายสีแดง,2022-05-29,9582.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-30,263125.0
รถไฟฟ้าสายสีม่วง,2022-05-30,36080.0
รถไฟฟ้า ARL,2022-05-30,46491.0
รถไฟฟ้า BTS,2022-05-30,564896.0
รถไฟฟ้าสายสีแดง,2022-05-30,12652.0
รถไฟฟ้าสายสีน้ำเงิน,2022-05-31,264414.0
รถไฟฟ้าสายสีม่วง,2022-05-31,36894.0
รถไฟฟ้า ARL,2022-05-31,47888.0
รถไฟฟ้า BTS,2022-05-31,585840.0
รถไฟฟ้าสายสีแดง,2022-05-31,13030.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-01,276470.0
รถไฟฟ้าสายสีม่วง,2022-06-01,38544.0
รถไฟฟ้า ARL,2022-06-01,49230.0
รถไฟฟ้า BTS,2022-06-01,614493.0
รถไฟฟ้าสายสีแดง,2022-06-01,12705.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-02,306013.0
รถไฟฟ้าสายสีม่วง,2022-06-02,41384.0
รถไฟฟ้า ARL,2022-06-02,52686.0
รถไฟฟ้า BTS,2022-06-02,638383.0
รถไฟฟ้าสายสีแดง,2022-06-02,14043.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-03,193678.0
รถไฟฟ้าสายสีม่วง,2022-06-03,23660.0
รถไฟฟ้า ARL,2022-06-03,33605.0
รถไฟฟ้า BTS,2022-06-03,405878.0
รถไฟฟ้าสายสีแดง,2022-06-03,9581.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-04,170231.0
รถไฟฟ้าสายสีม่วง,2022-06-04,20645.0
รถไฟฟ้า ARL,2022-06-04,32151.0
รถไฟฟ้า BTS,2022-06-04,412910.0
รถไฟฟ้าสายสีแดง,2022-06-04,9540.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-05,151892.0
รถไฟฟ้าสายสีม่วง,2022-06-05,18423.0
รถไฟฟ้า ARL,2022-06-05,31206.0
รถไฟฟ้า BTS,2022-06-05,371143.0
รถไฟฟ้าสายสีแดง,2022-06-05,9558.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-06,266991.0
รถไฟฟ้าสายสีม่วง,2022-06-06,37714.0
รถไฟฟ้า ARL,2022-06-06,49435.0
รถไฟฟ้า BTS,2022-06-06,604585.0
รถไฟฟ้าสายสีแดง,2022-06-06,14649.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-07,293909.0
รถไฟฟ้าสายสีม่วง,2022-06-07,41867.0
รถไฟฟ้า ARL,2022-06-07,49400.0
รถไฟฟ้า BTS,2022-06-07,613060.0
รถไฟฟ้าสายสีแดง,2022-06-07,13521.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-08,291855.0
รถไฟฟ้าสายสีม่วง,2022-06-08,40659.0
รถไฟฟ้า ARL,2022-06-08,49407.0
รถไฟฟ้า BTS,2022-06-08,615841.0
รถไฟฟ้าสายสีแดง,2022-06-08,13837.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-09,290699.0
รถไฟฟ้าสายสีม่วง,2022-06-09,40790.0
รถไฟฟ้า ARL,2022-06-09,47568.0
รถไฟฟ้า BTS,2022-06-09,616388.0
รถไฟฟ้าสายสีแดง,2022-06-09,13638.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-10,301823.0
รถไฟฟ้าสายสีม่วง,2022-06-10,41395.0
รถไฟฟ้า ARL,2022-06-10,52809.0
รถไฟฟ้า BTS,2022-06-10,662439.0
รถไฟฟ้าสายสีแดง,2022-06-10,15702.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-11,202427.0
รถไฟฟ้าสายสีม่วง,2022-06-11,21936.0
รถไฟฟ้า ARL,2022-06-11,37723.0
รถไฟฟ้า BTS,2022-06-11,482762.0
รถไฟฟ้าสายสีแดง,2022-06-11,11390.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-12,172483.0
รถไฟฟ้าสายสีม่วง,2022-06-12,19651.0
รถไฟฟ้า ARL,2022-06-12,31234.0
รถไฟฟ้า BTS,2022-06-12,391196.0
รถไฟฟ้าสายสีแดง,2022-06-12,10378.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-13,293470.0
รถไฟฟ้าสายสีม่วง,2022-06-13,41602.0
รถไฟฟ้า ARL,2022-06-13,49462.0
รถไฟฟ้า BTS,2022-06-13,607774.0
รถไฟฟ้าสายสีแดง,2022-06-13,14168.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-14,290864.0
รถไฟฟ้าสายสีม่วง,2022-06-14,41349.0
รถไฟฟ้า ARL,2022-06-14,48985.0
รถไฟฟ้า BTS,2022-06-14,615232.0
รถไฟฟ้าสายสีแดง,2022-06-14,13890.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-15,295544.0
รถไฟฟ้าสายสีม่วง,2022-06-15,39902.0
รถไฟฟ้า ARL,2022-06-15,49221.0
รถไฟฟ้า BTS,2022-06-15,629853.0
รถไฟฟ้าสายสีแดง,2022-06-15,13901.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-16,296272.0
รถไฟฟ้าสายสีม่วง,2022-06-16,40346.0
รถไฟฟ้า ARL,2022-06-16,49432.0
รถไฟฟ้า BTS,2022-06-16,635865.0
รถไฟฟ้าสายสีแดง,2022-06-16,13816.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-17,306589.0
รถไฟฟ้าสายสีม่วง,2022-06-17,41448.0
รถไฟฟ้า ARL,2022-06-17,52528.0
รถไฟฟ้า BTS,2022-06-17,679862.0
รถไฟฟ้าสายสีแดง,2022-06-17,15960.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-18,205627.0
รถไฟฟ้าสายสีม่วง,2022-06-18,25688.0
รถไฟฟ้า ARL,2022-06-18,36802.0
รถไฟฟ้า BTS,2022-06-18,492562.0
รถไฟฟ้าสายสีแดง,2022-06-18,10720.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-19,175207.0
รถไฟฟ้าสายสีม่วง,2022-06-19,20748.0
รถไฟฟ้า ARL,2022-06-19,32208.0
รถไฟฟ้า BTS,2022-06-19,400705.0
รถไฟฟ้าสายสีแดง,2022-06-19,9680.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-20,290212.0
รถไฟฟ้าสายสีม่วง,2022-06-20,40155.0
รถไฟฟ้า ARL,2022-06-20,49390.0
รถไฟฟ้า BTS,2022-06-20,612020.0
รถไฟฟ้าสายสีแดง,2022-06-20,14570.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-21,295134.0
รถไฟฟ้าสายสีม่วง,2022-06-21,39856.0
รถไฟฟ้า ARL,2022-06-21,49109.0
รถไฟฟ้า BTS,2022-06-21,632437.0
รถไฟฟ้าสายสีแดง,2022-06-21,14441.0
รถไฟฟ้าสายสีน้ำเงิน,2022-06-22,296929.0
รถไฟฟ้าสายสีม่วง,2022-06-22,40013.0
รถไฟฟ้า ARL,2022-06-22,48757.0
รถไฟฟ้า BTS,2022-06-22,627320.0
รถไฟฟ้าสายสีแดง,2022-06-22,14153.0
